"","Date","Time","BEN","NO","NO2","O3","PM10","PM2.5","SO","WEEK_DAY","LUFTTEMPERATUR1","LUFTTEMPERATUR2","LUFTTEMPERATUR3","REL_FEUCHTE1","REL_FEUCHTE2","REL_FEUCHTE3","WINDGESCHWINDIGKEIT1","WINDGESCHWINDIGKEIT2","WINDGESCHWINDIGKEIT3","WINDRICHTUNG1","WINDRICHTUNG2","WINDRICHTUNG3"
"1","2015-04-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.733333,NA,NA,69,NA,NA,4.0666666,NA,NA,256.66666,NA,NA
"2","2015-04-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.233333,7.733333,NA,75,69,NA,4.1666665,4.0666666,NA,286.66666,256.66666,NA
"3","2015-04-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.733333,6.233333,7.733333,84.333336,75,69,2.1,4.1666665,4.0666666,173.33333,286.66666,256.66666
"4","2015-04-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.4666667,4.733333,6.233333,82.333336,84.333336,75,3.3,2.1,4.1666665,173.33333,173.33333,286.66666
"5","2015-04-25",NA,NA,NA,NA,NA,NA,NA,NA,"N",11.266666,7.4666667,4.733333,67.666664,82.333336,84.333336,4.766667,3.3,2.1,170,173.33333,173.33333
"6","2015-04-26",NA,NA,NA,NA,NA,NA,NA,NA,"N",15.033334,11.266666,7.4666667,71,67.666664,82.333336,2.9,4.766667,3.3,253.33333,170,173.33333
"7","2015-04-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.066667,15.033334,11.266666,78,71,67.666664,4.8,2.9,4.766667,136.66667,253.33333,170
"8","2015-04-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.7,14.066667,15.033334,88,78,71,3.6666667,4.8,2.9,316.66666,136.66667,253.33333
"9","2015-04-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.9,6.7,14.066667,82,88,78,2.6,3.6666667,4.8,223.33333,316.66666,136.66667
"10","2015-04-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.933333,5.9,6.7,62.333332,82,88,6.233333,2.6,3.6666667,153.33333,223.33333,316.66666
"11","2015-05-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.9333334,8.933333,5.9,88.666664,62.333332,82,2.7333333,6.233333,2.6,273.33334,153.33333,223.33333
"12","2015-05-02",NA,NA,NA,NA,NA,NA,NA,NA,"N",6.6,7.9333334,8.933333,82.333336,88.666664,62.333332,1.6333333,2.7333333,6.233333,266.66666,273.33334,153.33333
"13","2015-05-03",NA,NA,NA,NA,NA,NA,NA,NA,"N",9.266666,6.6,7.9333334,67.333336,82.333336,88.666664,4.633333,1.6333333,2.7333333,140,266.66666,273.33334
"14","2015-05-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.766666,9.266666,6.6,84.333336,67.333336,82.333336,3.3666666,4.633333,1.6333333,233.33333,140,266.66666
"15","2015-05-05",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.4,15.766666,9.266666,78,84.333336,67.333336,6.2,3.3666666,4.633333,146.66667,233.33333,140
"16","2015-05-06",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.1,17.4,15.766666,76.333336,78,84.333336,1.2666667,6.2,3.3666666,163.33333,146.66667,233.33333
"17","2015-05-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13,15.1,17.4,64.333336,76.333336,78,4.0333333,1.2666667,6.2,220,163.33333,146.66667
"18","2015-05-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.5,13,15.1,74,64.333336,76.333336,3,4.0333333,1.2666667,150,220,163.33333
"19","2015-05-09",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.066667,10.5,13,89.666664,74,64.333336,3.5333333,3,4.0333333,180,150,220
"20","2015-05-10",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.366667,13.066667,10.5,70.666664,89.666664,74,5.9,3.5333333,3,263.33334,180,150
"21","2015-05-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.766666,13.366667,13.066667,77.666664,70.666664,89.666664,2.9,5.9,3.5333333,160,263.33334,180
"22","2015-05-12",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.633333,8.766666,13.366667,52,77.666664,70.666664,5.1666665,2.9,5.9,160,160,263.33334
"23","2015-05-13",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.433333,14.633333,8.766666,79.666664,52,77.666664,1.9333333,5.1666665,2.9,263.33334,160,160
"24","2015-05-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.733334,12.433333,14.633333,77.666664,79.666664,52,3.3666666,1.9333333,5.1666665,323.33334,263.33334,160
"25","2015-05-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.733333,9.733334,12.433333,75.666664,77.666664,79.666664,2.0666666,3.3666666,1.9333333,170,323.33334,263.33334
"26","2015-05-16",NA,NA,NA,NA,NA,NA,NA,NA,"N",10,7.733333,9.733334,74,75.666664,77.666664,2.8666666,2.0666666,3.3666666,190,170,323.33334
"27","2015-05-17",NA,NA,NA,NA,NA,NA,NA,NA,"N",9.966666,10,7.733333,66.666664,74,75.666664,4.9,2.8666666,2.0666666,300,190,170
"28","2015-05-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.366667,9.966666,10,62,66.666664,74,4.5333333,4.9,2.8666666,173.33333,300,190
"29","2015-05-19",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.533333,11.366667,9.966666,55,62,66.666664,5.6,4.5333333,4.9,220,173.33333,300
"30","2015-05-20",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.8,17.533333,11.366667,69.333336,55,62,1.9333333,5.6,4.5333333,196.66667,220,173.33333
"31","2015-05-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.066667,12.8,17.533333,71,69.333336,55,2.7,1.9333333,5.6,300,196.66667,220
"32","2015-05-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.4,11.066667,12.8,68.666664,71,69.333336,1.6666666,2.7,1.9333333,196.66667,300,196.66667
"33","2015-05-23",NA,NA,NA,NA,NA,NA,NA,NA,"N",9.9,10.4,11.066667,75.666664,68.666664,71,2,1.6666666,2.7,186.66667,196.66667,300
"34","2015-05-24",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.533334,9.9,10.4,80.333336,75.666664,68.666664,3.1333334,2,1.6666666,246.66667,186.66667,196.66667
"35","2015-05-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.833333,12.533334,9.9,76.333336,80.333336,75.666664,3.2,3.1333334,2,170,246.66667,186.66667
"36","2015-05-26",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.066667,13.833333,12.533334,87,76.333336,80.333336,3.7,3.2,3.1333334,320,170,246.66667
"37","2015-05-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.333333,11.066667,13.833333,75,87,76.333336,4.266667,3.7,3.2,303.33334,320,170
"38","2015-05-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.833333,9.333333,11.066667,70,75,87,3.2,4.266667,3.7,190,303.33334,320
"39","2015-05-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.4,11.833333,9.333333,75.333336,70,75,1.5333333,3.2,4.266667,256.66666,190,303.33334
"40","2015-05-30",NA,NA,NA,NA,NA,NA,NA,NA,"N",11.933333,13.4,11.833333,77,75.333336,70,5.1666665,1.5333333,3.2,250,256.66666,190
"41","2015-05-31",NA,NA,NA,NA,NA,NA,NA,NA,"N",10.5,11.933333,13.4,65.666664,77,75.333336,3.6666667,5.1666665,1.5333333,166.66667,250,256.66666
"42","2015-06-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.966667,10.5,11.933333,66.333336,65.666664,77,4.1666665,3.6666667,5.1666665,196.66667,166.66667,250
"43","2015-06-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.266666,17.966667,10.5,83,66.333336,65.666664,4.4,4.1666665,3.6666667,210,196.66667,166.66667
"44","2015-06-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",20.933332,15.266666,17.966667,57.666668,83,66.333336,4.3333335,4.4,4.1666665,220,210,196.66667
"45","2015-06-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.266666,20.933332,15.266666,62,57.666668,83,2.2666667,4.3333335,4.4,43.333332,220,210
"46","2015-06-05",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.166666,15.266666,20.933332,56,62,57.666668,5.1,2.2666667,4.3333335,126.666664,43.333332,220
"47","2015-06-06",NA,NA,NA,NA,NA,NA,NA,NA,"N",21.233334,17.166666,15.266666,49.333332,56,62,4.733333,5.1,2.2666667,160,126.666664,43.333332
"48","2015-06-07",NA,NA,NA,NA,NA,NA,NA,NA,"N",18.033333,21.233334,17.166666,55.333332,49.333332,56,3.6,4.733333,5.1,23.333334,160,126.666664
"49","2015-06-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.133333,18.033333,21.233334,72,55.333332,49.333332,2.5,3.6,4.733333,126.666664,23.333334,160
"50","2015-06-09",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.366667,15.133333,18.033333,94,72,55.333332,4.1,2.5,3.6,130,126.666664,23.333334
"51","2015-06-10",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.5,10.366667,15.133333,75.333336,94,72,3.5,4.1,2.5,56.666668,130,126.666664
"52","2015-06-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.2,13.5,10.366667,74.666664,75.333336,94,1.3,3.5,4.1,143.33333,56.666668,130
"53","2015-06-12",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.733334,15.2,13.5,86.666664,74.666664,75.333336,3.2,1.3,3.5,120,143.33333,56.666668
"54","2015-06-13",NA,NA,NA,NA,NA,NA,NA,NA,"N",20.666666,15.733334,15.2,78.666664,86.666664,74.666664,2.5333333,3.2,1.3,156.66667,120,143.33333
"55","2015-06-14",NA,NA,NA,NA,NA,NA,NA,NA,"N",19.466667,20.666666,15.733334,78.333336,78.666664,86.666664,2.7666667,2.5333333,3.2,226.66667,156.66667,120
"56","2015-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.3,19.466667,20.666666,82.666664,78.333336,78.666664,3.3666666,2.7666667,2.5333333,126.666664,226.66667,156.66667
"57","2015-06-16",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.3,15.3,19.466667,62,82.666664,78.333336,1.1666666,3.3666666,2.7666667,286.66666,126.666664,226.66667
"58","2015-06-17",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.8,13.3,15.3,63.333332,62,82.666664,1.3,1.1666666,3.3666666,320,286.66666,126.666664
"59","2015-06-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.5,12.8,13.3,77,63.333332,62,2.9666667,1.3,1.1666666,196.66667,320,286.66666
"60","2015-06-19",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.066667,14.5,12.8,82.666664,77,63.333332,3.7333333,2.9666667,1.3,283.33334,196.66667,320
"61","2015-06-20",NA,NA,NA,NA,NA,NA,NA,NA,"N",11.1,11.066667,14.5,86,82.666664,77,4.0333333,3.7333333,2.9666667,283.33334,283.33334,196.66667
"62","2015-06-21",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.466666,11.1,11.066667,81,86,82.666664,2.9,4.0333333,3.7333333,290,283.33334,283.33334
"63","2015-06-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",16.133333,12.466666,11.1,73,81,86,4.133333,2.9,4.0333333,250,290,283.33334
"64","2015-06-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.4,16.133333,12.466666,88.333336,73,81,5.3,4.133333,2.9,250,250,290
"65","2015-06-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.233334,11.4,16.133333,89.666664,88.333336,73,4.133333,5.3,4.133333,256.66666,250,250
"66","2015-06-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.766666,12.233334,11.4,75.666664,89.666664,88.333336,3.3,4.133333,5.3,176.66667,256.66666,250
"67","2015-06-26",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.8,13.766666,12.233334,75.333336,75.666664,89.666664,3.8,3.3,4.133333,173.33333,176.66667,256.66666
"68","2015-06-27",NA,NA,NA,NA,NA,NA,NA,NA,"N",17.866667,15.8,13.766666,83.333336,75.333336,75.666664,3.0666666,3.8,3.3,173.33333,173.33333,176.66667
"69","2015-06-28",NA,NA,NA,NA,NA,NA,NA,NA,"N",14.366667,17.866667,15.8,76.333336,83.333336,75.333336,4.6,3.0666666,3.8,296.66666,173.33333,173.33333
"70","2015-06-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.033334,14.366667,17.866667,80.666664,76.333336,83.333336,3.1,4.6,3.0666666,163.33333,296.66666,173.33333
"71","2015-06-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",18.566668,15.033334,14.366667,74.666664,80.666664,76.333336,2.2666667,3.1,4.6,256.66666,163.33333,296.66666
"72","2015-07-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",18.466667,18.566668,15.033334,71,74.666664,80.666664,1.5333333,2.2666667,3.1,66.666664,256.66666,163.33333
"73","2015-07-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",21.566668,18.466667,18.566668,57.666668,71,74.666664,4.3333335,1.5333333,2.2666667,120,66.666664,256.66666
"74","2015-07-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",23.6,21.566668,18.466667,50.666668,57.666668,71,5.9666667,4.3333335,1.5333333,146.66667,120,66.666664
"75","2015-07-04",NA,NA,NA,NA,NA,NA,NA,NA,"N",24.566668,23.6,21.566668,56.333332,50.666668,57.666668,3.6,5.9666667,4.3333335,163.33333,146.66667,120
"76","2015-07-05",NA,NA,NA,NA,NA,NA,NA,NA,"N",26.466667,24.566668,23.6,58,56.333332,50.666668,3.7,3.6,5.9666667,156.66667,163.33333,146.66667
"77","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,"Y",20.7,26.466667,24.566668,85.666664,58,56.333332,4.766667,3.7,3.6,256.66666,156.66667,163.33333
"78","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19.366667,20.7,26.466667,68.333336,85.666664,58,2.4,4.766667,3.7,166.66667,256.66666,156.66667
"79","2015-07-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",20.433332,19.366667,20.7,82.333336,68.333336,85.666664,5.266667,2.4,4.766667,243.33333,166.66667,256.66666
"80","2015-07-09",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.166666,20.433332,19.366667,68.333336,82.333336,68.333336,5.6666665,5.266667,2.4,233.33333,243.33333,166.66667
"81","2015-07-10",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.666667,17.166666,20.433332,60.333332,68.333336,82.333336,5.733333,5.6666665,5.266667,280,233.33333,243.33333
"82","2015-07-11",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.166667,12.666667,17.166666,71,60.333332,68.333336,3.1,5.733333,5.6666665,183.33333,280,233.33333
"83","2015-07-12",NA,NA,NA,NA,NA,NA,NA,NA,"N",16,13.166667,12.666667,71,71,60.333332,3.7666667,3.1,5.733333,170,183.33333,280
"84","2015-07-13",NA,NA,NA,NA,NA,NA,NA,NA,"Y",16.166666,16,13.166667,85.666664,71,71,4.4,3.7666667,3.1,276.66666,170,183.33333
"85","2015-07-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.4,16.166666,16,91.333336,85.666664,71,2.8,4.4,3.7666667,283.33334,276.66666,170
"86","2015-07-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.933332,17.4,16.166666,81.666664,91.333336,85.666664,4.0666666,2.8,4.4,296.66666,283.33334,276.66666
"87","2015-07-16",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19.333334,17.933332,17.4,76,81.666664,91.333336,3.6333334,4.0666666,2.8,176.66667,296.66666,283.33334
"88","2015-07-17",NA,NA,NA,NA,NA,NA,NA,NA,"Y",21.833334,19.333334,17.933332,66.666664,76,81.666664,2.6333334,3.6333334,4.0666666,160,176.66667,296.66666
"89","2015-07-18",NA,NA,NA,NA,NA,NA,NA,NA,"N",26.133333,21.833334,19.333334,52.666668,66.666664,76,5.1,2.6333334,3.6333334,206.66667,160,176.66667
"90","2015-07-19",NA,NA,NA,NA,NA,NA,NA,NA,"N",21.1,26.133333,21.833334,82.333336,52.666668,66.666664,2.5333333,5.1,2.6333334,126.666664,206.66667,160
"91","2015-07-20",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19,21.1,26.133333,71.333336,82.333336,52.666668,3.1666667,2.5333333,5.1,266.66666,126.666664,206.66667
"92","2015-07-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",23.633333,19,21.1,76,71.333336,82.333336,3.9,3.1666667,2.5333333,243.33333,266.66666,126.666664
"93","2015-07-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",22.4,23.633333,19,70.333336,76,71.333336,1.3666667,3.9,3.1666667,186.66667,243.33333,266.66666
"94","2015-07-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19,22.4,23.633333,83.666664,70.333336,76,3.5666666,1.3666667,3.9,313.33334,186.66667,243.33333
"95","2015-07-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19.966667,19,22.4,73,83.666664,70.333336,1.8,3.5666666,1.3666667,53.333332,313.33334,186.66667
"96","2015-07-25",NA,NA,NA,NA,NA,NA,NA,NA,"N",20.9,19.966667,19,79,73,83.666664,5.4666667,1.8,3.5666666,200,53.333332,313.33334
"97","2015-07-26",NA,NA,NA,NA,NA,NA,NA,NA,"N",15.3,20.9,19.966667,58.333332,79,73,7.3,5.4666667,1.8,263.33334,200,53.333332
"98","2015-07-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.333334,15.3,20.9,59.666668,58.333332,79,3.5666666,7.3,5.4666667,190,263.33334,200
"99","2015-07-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.933332,17.333334,15.3,68,59.666668,58.333332,5.366667,3.5666666,7.3,243.33333,190,263.33334
"100","2015-07-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",16.966667,17.933332,17.333334,56,68,59.666668,5.1,5.366667,3.5666666,233.33333,243.33333,190
"101","2015-07-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.4,16.966667,17.933332,54,56,68,6.4333334,5.1,5.366667,246.66667,233.33333,243.33333
"102","2015-07-31",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.666667,15.4,16.966667,66.333336,54,56,3.6333334,6.4333334,5.1,283.33334,246.66667,233.33333
"103","2015-08-01",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.866667,13.666667,15.4,73,66.333336,54,2.1666667,3.6333334,6.4333334,116.666664,283.33334,246.66667
"104","2015-08-02",NA,NA,NA,NA,NA,NA,NA,NA,"N",19,12.866667,13.666667,65.666664,73,66.333336,1.6333333,2.1666667,3.6333334,206.66667,116.666664,283.33334
"105","2015-08-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19.266666,19,12.866667,68.666664,65.666664,73,2.4,1.6333333,2.1666667,176.66667,206.66667,116.666664
"106","2015-08-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",22.166666,19.266666,19,62,68.666664,65.666664,3.4333334,2.4,1.6333333,150,176.66667,206.66667
"107","2015-08-05",NA,NA,NA,NA,NA,NA,NA,NA,"Y",18.833334,22.166666,19.266666,82.333336,62,68.666664,3.5,3.4333334,2.4,293.33334,150,176.66667
"108","2015-08-06",NA,NA,NA,NA,NA,NA,NA,NA,"Y",22.266666,18.833334,22.166666,67.666664,82.333336,62,3.2666667,3.5,3.4333334,156.66667,293.33334,150
"109","2015-08-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",24.466667,22.266666,18.833334,56.333332,67.666664,82.333336,3.1666667,3.2666667,3.5,150,156.66667,293.33334
"110","2015-08-08",NA,NA,NA,NA,NA,NA,NA,NA,"N",26.966667,24.466667,22.266666,46.666668,56.333332,67.666664,3.2,3.1666667,3.2666667,160,150,156.66667
"111","2015-08-09",NA,NA,NA,NA,NA,NA,NA,NA,"N",19.933332,26.966667,24.466667,72.333336,46.666668,56.333332,2.6666667,3.2,3.1666667,346.66666,160,150
"112","2015-08-10",NA,NA,NA,NA,NA,NA,NA,NA,"Y",22.433332,19.933332,26.966667,75,72.333336,46.666668,2.3,2.6666667,3.2,43.333332,346.66666,160
"113","2015-08-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",23.766666,22.433332,19.933332,60.333332,75,72.333336,3.8666666,2.3,2.6666667,203.33333,43.333332,346.66666
"114","2015-08-12",NA,NA,NA,NA,NA,NA,NA,NA,"Y",20.6,23.766666,22.433332,82,60.333332,75,2.1333334,3.8666666,2.3,300,203.33333,43.333332
"115","2015-08-13",NA,NA,NA,NA,NA,NA,NA,NA,"Y",21.233334,20.6,23.766666,79,82,60.333332,3.2666667,2.1333334,3.8666666,43.333332,300,203.33333
"116","2015-08-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",23.166666,21.233334,20.6,64,79,82,4.8333335,3.2666667,2.1333334,90,43.333332,300
"117","2015-08-15",NA,NA,NA,NA,NA,NA,NA,NA,"N",23.066668,23.166666,21.233334,67,64,79,3.5,4.8333335,3.2666667,193.33333,90,43.333332
"118","2015-08-16",NA,NA,NA,NA,NA,NA,NA,NA,"N",19.366667,23.066668,23.166666,92.666664,67,64,1.3333334,3.5,4.8333335,290,193.33333,90
"119","2015-08-17",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19.966667,19.366667,23.066668,93.333336,92.666664,67,1.2,1.3333334,3.5,123.333336,290,193.33333
"120","2015-08-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.333333,19.966667,19.366667,94.666664,93.333336,92.666664,3.2333333,1.2,1.3333334,273.33334,123.333336,290
"121","2015-08-19",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.533334,15.333333,19.966667,95,94.666664,93.333336,2.9666667,3.2333333,1.2,310,273.33334,123.333336
"122","2015-08-20",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.333333,15.533334,15.333333,92.333336,95,94.666664,1.4,2.9666667,3.2333333,56.666668,310,273.33334
"123","2015-08-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.033334,15.333333,15.533334,87.666664,92.333336,95,2.5,1.4,2.9666667,170,56.666668,310
"124","2015-08-22",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.233334,13.033334,15.333333,80.333336,87.666664,92.333336,2.1666667,2.5,1.4,163.33333,170,56.666668
"125","2015-08-23",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.9,13.233334,13.033334,80.666664,80.333336,87.666664,2.1,2.1666667,2.5,150,163.33333,170
"126","2015-08-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.1,12.9,13.233334,91,80.666664,80.333336,5.5666666,2.1,2.1666667,156.66667,150,163.33333
"127","2015-08-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",16.266666,17.1,12.9,83.333336,91,80.666664,4.6666665,5.5666666,2.1,210,156.66667,150
"128","2015-08-26",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.633333,16.266666,17.1,78.333336,83.333336,91,4.6,4.6666665,5.5666666,166.66667,210,156.66667
"129","2015-08-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",18,14.633333,16.266666,59.666668,78.333336,83.333336,5.8333335,4.6,4.6666665,150,166.66667,210
"130","2015-08-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",19.6,18,14.633333,82.666664,59.666668,78.333336,3.5666666,5.8333335,4.6,170,150,166.66667
"131","2015-08-29",NA,NA,NA,NA,NA,NA,NA,NA,"N",16.066668,19.6,18,97,82.666664,59.666668,1.3,3.5666666,5.8333335,156.66667,170,150
"132","2015-08-30",NA,NA,NA,NA,NA,NA,NA,NA,"N",19.166666,16.066668,19.6,84.666664,97,82.666664,1.8666667,1.3,3.5666666,136.66667,156.66667,170
"133","2015-08-31",NA,NA,NA,NA,NA,NA,NA,NA,"Y",21.6,19.166666,16.066668,78.666664,84.666664,97,3.8666666,1.8666667,1.3,170,136.66667,156.66667
"134","2015-09-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",21.566668,21.6,19.166666,79,78.666664,84.666664,2.4333334,3.8666666,1.8666667,216.66667,170,136.66667
"135","2015-09-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.766666,21.566668,21.6,83.666664,79,78.666664,3.1,2.4333334,3.8666666,283.33334,216.66667,170
"136","2015-09-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.266666,14.766666,21.566668,76.333336,83.666664,79,3.7333333,3.1,2.4333334,133.33333,283.33334,216.66667
"137","2015-09-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.166667,15.266666,14.766666,99,76.333336,83.666664,2.2,3.7333333,3.1,186.66667,133.33333,283.33334
"138","2015-09-05",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.8,12.166667,15.266666,68,99,76.333336,5.2,2.2,3.7333333,216.66667,186.66667,133.33333
"139","2015-09-06",NA,NA,NA,NA,NA,NA,NA,NA,"N",11.4,12.8,12.166667,74.333336,68,99,7.9666667,5.2,2.2,250,216.66667,186.66667
"140","2015-09-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.3,11.4,12.8,84.333336,74.333336,68,4.7,7.9666667,5.2,276.66666,250,216.66667
"141","2015-09-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.966666,11.3,11.4,90,84.333336,74.333336,2.2666667,4.7,7.9666667,270,276.66666,250
"142","2015-09-09",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.066667,8.966666,11.3,87.333336,90,84.333336,1.8,2.2666667,4.7,133.33333,270,276.66666
"143","2015-09-10",NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.633333,10.066667,8.966666,92.333336,87.333336,90,1.3,1.8,2.2666667,136.66667,133.33333,270
"144","2015-09-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.866667,9.633333,10.066667,98.333336,92.333336,87.333336,1.7333333,1.3,1.8,146.66667,136.66667,133.33333
