"","Date","Time","BEN","NO","NO2","O3","PM10","PM2.5","SO","WEEK_DAY","LUFTTEMPERATUR1","LUFTTEMPERATUR2","LUFTTEMPERATUR3","REL_FEUCHTE1","REL_FEUCHTE2","REL_FEUCHTE3","WINDGESCHWINDIGKEIT1","WINDGESCHWINDIGKEIT2","WINDGESCHWINDIGKEIT3","WINDRICHTUNG1","WINDRICHTUNG2","WINDRICHTUNG3"
"145","2015-09-12",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.6,8.866667,9.633333,88,98.333336,92.333336,6.133333,1.7333333,1.3,143.33333,146.66667,136.66667
"146","2015-09-13",NA,NA,NA,NA,NA,NA,NA,NA,"N",16.066668,13.6,8.866667,78.666664,88,98.333336,5.9333334,6.133333,1.7333333,146.66667,143.33333,146.66667
"147","2015-09-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",17.9,16.066668,13.6,69.666664,78.666664,88,7.3,5.9333334,6.133333,160,146.66667,143.33333
"148","2015-09-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14,17.9,16.066668,87.333336,69.666664,78.666664,4.3,7.3,5.9333334,170,160,146.66667
"149","2015-09-16",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.966666,14,17.9,81,87.333336,69.666664,4.733333,4.3,7.3,133.33333,170,160
"150","2015-09-17",NA,NA,NA,NA,NA,NA,NA,NA,"Y",18.033333,13.966666,14,78.666664,81,87.333336,3.2333333,4.733333,4.3,193.33333,133.33333,170
"151","2015-09-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.566667,18.033333,13.966666,77,78.666664,81,4.4,3.2333333,4.733333,226.66667,193.33333,133.33333
"152","2015-09-19",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.1,14.566667,18.033333,90.666664,77,78.666664,2.5666666,4.4,3.2333333,166.66667,226.66667,193.33333
"153","2015-09-20",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.8,13.1,14.566667,89,90.666664,77,3.3666666,2.5666666,4.4,296.66666,166.66667,226.66667
"154","2015-09-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.633333,12.8,13.1,86.666664,89,90.666664,3.1666667,3.3666666,2.5666666,260,296.66666,166.66667
"155","2015-09-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.933333,11.633333,12.8,82.666664,86.666664,89,5.0666666,3.1666667,3.3666666,143.33333,260,296.66666
"156","2015-09-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13,10.933333,11.633333,95,82.666664,86.666664,2.4666667,5.0666666,3.1666667,183.33333,143.33333,260
"157","2015-09-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.5,13,10.933333,98.666664,95,82.666664,3.2333333,2.4666667,5.0666666,180,183.33333,143.33333
"158","2015-09-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.4,8.5,13,94.333336,98.666664,95,3.1333334,3.2333333,2.4666667,180,180,183.33333
"159","2015-09-26",NA,NA,NA,NA,NA,NA,NA,NA,"N",12.233334,8.4,8.5,84.666664,94.333336,98.666664,1.8,3.1333334,3.2333333,326.66666,180,180
"160","2015-09-27",NA,NA,NA,NA,NA,NA,NA,NA,"N",8.4,12.233334,8.4,92.666664,84.666664,94.333336,1.3333334,1.8,3.1333334,303.33334,326.66666,180
"161","2015-09-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.766667,8.4,12.233334,95.333336,92.666664,84.666664,1.3,1.3333334,1.8,323.33334,303.33334,326.66666
"162","2015-09-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.233333,5.766667,8.4,96.666664,95.333336,92.666664,1.3666667,1.3,1.3333334,76.666664,323.33334,303.33334
"163","2015-09-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",3.7666667,4.233333,5.766667,97,96.666664,95.333336,2.3666666,1.3666667,1.3,106.666664,76.666664,323.33334
"164","2015-10-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.1333334,3.7666667,4.233333,94.333336,97,96.666664,2.8,2.3666666,1.3666667,163.33333,106.666664,76.666664
"165","2015-10-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",3.4666667,2.1333334,3.7666667,91,94.333336,97,3.2666667,2.8,2.3666666,160,163.33333,106.666664
"166","2015-10-03",NA,NA,NA,NA,NA,NA,NA,NA,"N",9,3.4666667,2.1333334,83.333336,91,94.333336,4.9666667,3.2666667,2.8,123.333336,160,163.33333
"167","2015-10-04",NA,NA,NA,NA,NA,NA,NA,NA,"N",10.1,9,3.4666667,92.333336,83.333336,91,3.5,4.9666667,3.2666667,180,123.333336,160
"168","2015-10-05",NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.7,10.1,9,97,92.333336,83.333336,1.9333333,3.5,4.9666667,176.66667,180,123.333336
"169","2015-10-06",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.733334,9.7,10.1,87.666664,97,92.333336,5.366667,1.9333333,3.5,126.666664,176.66667,180
"170","2015-10-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.366667,12.733334,9.7,95.333336,87.666664,97,2.9666667,5.366667,1.9333333,136.66667,126.666664,176.66667
"171","2015-10-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.866667,14.366667,12.733334,96.333336,95.333336,87.666664,3.6333334,2.9666667,5.366667,303.33334,136.66667,126.666664
"172","2015-10-09",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.7,13.866667,14.366667,96,96.333336,95.333336,2.5666666,3.6333334,2.9666667,63.333332,303.33334,136.66667
"173","2015-10-10",NA,NA,NA,NA,NA,NA,NA,NA,"N",4.9333334,8.7,13.866667,86.666664,96,96.333336,2.4666667,2.5666666,3.6333334,43.333332,63.333332,303.33334
"174","2015-10-11",NA,NA,NA,NA,NA,NA,NA,NA,"N",1.4333333,4.9333334,8.7,72.333336,86.666664,96,2.9666667,2.4666667,2.5666666,53.333332,43.333332,63.333332
"175","2015-10-12",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-2.1333334,1.4333333,4.9333334,92,72.333336,86.666664,2.1333334,2.9666667,2.4666667,40,53.333332,43.333332
"176","2015-10-13",NA,NA,NA,NA,NA,NA,NA,NA,"Y",3.3,-2.1333334,1.4333333,81.666664,92,72.333336,4.1,2.1333334,2.9666667,83.333336,40,53.333332
"177","2015-10-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.5,3.3,-2.1333334,98.333336,81.666664,92,4.133333,4.1,2.1333334,56.666668,83.333336,40
"178","2015-10-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.1,2.5,3.3,98.333336,98.333336,81.666664,0.76666665,4.133333,4.1,320,56.666668,83.333336
"179","2015-10-16",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.4333334,4.1,2.5,96.333336,98.333336,98.333336,2.6333334,0.76666665,4.133333,240,320,56.666668
"180","2015-10-17",NA,NA,NA,NA,NA,NA,NA,NA,"N",7.0666666,7.4333334,4.1,98.666664,96.333336,98.333336,1.3333334,2.6333334,0.76666665,193.33333,240,320
"181","2015-10-18",NA,NA,NA,NA,NA,NA,NA,NA,"N",7.5,7.0666666,7.4333334,96.666664,98.666664,96.333336,1.1666666,1.3333334,2.6333334,283.33334,193.33333,240
"182","2015-10-19",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.9666667,7.5,7.0666666,97,96.666664,98.666664,0.9,1.1666666,1.3333334,223.33333,283.33334,193.33333
"183","2015-10-20",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.133333,6.9666667,7.5,99,97,96.666664,1.8,0.9,1.1666666,196.66667,223.33333,283.33334
"184","2015-10-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.466666,5.133333,6.9666667,92.666664,99,97,3.7666667,1.8,0.9,283.33334,196.66667,223.33333
"185","2015-10-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.6,8.466666,5.133333,85.666664,92.666664,99,3.3666666,3.7666667,1.8,200,283.33334,196.66667
"186","2015-10-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.266666,6.6,8.466666,85,85.666664,92.666664,4.5333333,3.3666666,3.7666667,270,200,283.33334
"187","2015-10-24",NA,NA,NA,NA,NA,NA,NA,NA,"N",3.7333333,10.266666,6.6,100,85,85.666664,2.6333334,4.5333333,3.3666666,153.33333,270,200
"188","2015-10-25",NA,NA,NA,NA,NA,NA,NA,NA,"N",6.2,3.7333333,10.266666,98.333336,100,85,2.5666666,2.6333334,4.5333333,243.33333,153.33333,270
"189","2015-10-26",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.133333,6.2,3.7333333,99,98.333336,100,2.7333333,2.5666666,2.6333334,113.333336,243.33333,153.33333
"190","2015-10-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.6666665,7.133333,6.2,88,99,98.333336,5.2,2.7333333,2.5666666,136.66667,113.333336,243.33333
"191","2015-10-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.8333335,7.6666665,7.133333,86,88,99,4.9,5.2,2.7333333,130,136.66667,113.333336
"192","2015-10-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.5666666,6.8333335,7.6666665,99.333336,86,88,1.6666666,4.9,5.2,183.33333,130,136.66667
"193","2015-10-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.1,2.5666666,6.8333335,93.666664,99.333336,86,1.3333334,1.6666666,4.9,93.333336,183.33333,130
"194","2015-10-31",NA,NA,NA,NA,NA,NA,NA,NA,"N",7.5333333,9.1,2.5666666,89,93.666664,99.333336,4.5666666,1.3333334,1.6666666,133.33333,93.333336,183.33333
"195","2015-11-01",NA,NA,NA,NA,NA,NA,NA,NA,"N",9.266666,7.5333333,9.1,72.333336,89,93.666664,8.366667,4.5666666,1.3333334,153.33333,133.33333,93.333336
"196","2015-11-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.0666666,9.266666,7.5333333,68.333336,72.333336,89,5.1666665,8.366667,4.5666666,146.66667,153.33333,133.33333
"197","2015-11-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",3.7666667,5.0666666,9.266666,80,68.333336,72.333336,5.4333334,5.1666665,8.366667,150,146.66667,153.33333
"198","2015-11-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.7666667,3.7666667,5.0666666,89,80,68.333336,4.266667,5.4333334,5.1666665,173.33333,150,146.66667
"199","2015-11-05",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7,2.7666667,3.7666667,92.666664,89,80,3.1333334,4.266667,5.4333334,180,173.33333,150
"200","2015-11-06",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.9333334,7,2.7666667,92,92.666664,89,4.7,3.1333334,4.266667,170,180,173.33333
"201","2015-11-07",NA,NA,NA,NA,NA,NA,NA,NA,"N",11.3,7.9333334,7,98.666664,92,92.666664,4.3,4.7,3.1333334,240,170,180
"202","2015-11-08",NA,NA,NA,NA,NA,NA,NA,NA,"N",16.266666,11.3,7.9333334,72.333336,98.666664,92,5.3333335,4.3,4.7,296.66666,240,170
"203","2015-11-09",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.066667,16.266666,11.3,82.333336,72.333336,98.666664,6.2,5.3333335,4.3,243.33333,296.66666,240
"204","2015-11-10",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.566667,15.066667,16.266666,65.333336,82.333336,72.333336,8.366667,6.2,5.3333335,260,243.33333,296.66666
"205","2015-11-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",14.8,15.566667,15.066667,83.666664,65.333336,82.333336,5.3333335,8.366667,6.2,266.66666,260,243.33333
"206","2015-11-12",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.2,14.8,15.566667,73,83.666664,65.333336,6.0666666,5.3333335,8.366667,256.66666,266.66666,260
"207","2015-11-13",NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.333333,11.2,14.8,82.666664,73,83.666664,4.266667,6.0666666,5.3333335,163.33333,256.66666,266.66666
"208","2015-11-14",NA,NA,NA,NA,NA,NA,NA,NA,"N",7.4333334,9.333333,11.2,67.666664,82.666664,73,8.133333,4.266667,6.0666666,256.66666,163.33333,256.66666
"209","2015-11-15",NA,NA,NA,NA,NA,NA,NA,NA,"N",8.266666,7.4333334,9.333333,89.666664,67.666664,82.666664,7.133333,8.133333,4.266667,223.33333,256.66666,163.33333
"210","2015-11-16",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.8,8.266666,7.4333334,82.666664,89.666664,67.666664,6.9,7.133333,8.133333,260,223.33333,256.66666
"211","2015-11-17",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.033334,12.8,8.266666,96,82.666664,89.666664,4.6666665,6.9,7.133333,210,260,223.33333
"212","2015-11-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",15.466666,10.033334,12.8,56.666668,96,82.666664,11.2,4.6666665,6.9,276.66666,210,260
"213","2015-11-19",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.166667,15.466666,10.033334,71.666664,56.666668,96,6.5,11.2,4.6666665,243.33333,276.66666,210
"214","2015-11-20",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.7,13.166667,15.466666,80.333336,71.666664,56.666668,5.6,6.5,11.2,263.33334,243.33333,276.66666
"215","2015-11-21",NA,NA,NA,NA,NA,NA,NA,NA,"N",3.4333334,8.7,13.166667,87.333336,80.333336,71.666664,4.0666666,5.6,6.5,246.66667,263.33334,243.33333
"216","2015-11-22",NA,NA,NA,NA,NA,NA,NA,NA,"N",2.5666666,3.4333334,8.7,88.666664,87.333336,80.333336,4.4,4.0666666,5.6,280,246.66667,263.33334
"217","2015-11-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",0.16666667,2.5666666,3.4333334,93,88.666664,87.333336,2.1666667,4.4,4.0666666,220,280,246.66667
"218","2015-11-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.5,0.16666667,2.5666666,95.666664,93,88.666664,4.8,2.1666667,4.4,170,220,280
"219","2015-11-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",1.8,-3.5,0.16666667,74,95.666664,93,5.366667,4.8,2.1666667,166.66667,170,220
"220","2015-11-26",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.7666667,1.8,-3.5,92.333336,74,95.666664,2.7333333,5.366667,4.8,256.66666,166.66667,170
"221","2015-11-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.7666667,2.7666667,1.8,96.666664,92.333336,74,1.9,2.7333333,5.366667,246.66667,256.66666,166.66667
"222","2015-11-28",NA,NA,NA,NA,NA,NA,NA,NA,"N",-3.3666666,2.7666667,2.7666667,95.666664,96.666664,92.333336,2.8666666,1.9,2.7333333,166.66667,246.66667,256.66666
"223","2015-11-29",NA,NA,NA,NA,NA,NA,NA,NA,"N",5.4333334,-3.3666666,2.7666667,77.333336,95.666664,96.666664,7.633333,2.8666666,1.9,220,166.66667,246.66667
"224","2015-11-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.4,5.4333334,-3.3666666,70.666664,77.333336,95.666664,8.133333,7.633333,2.8666666,270,220,166.66667
"225","2015-12-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.6666665,8.4,5.4333334,83,70.666664,77.333336,6.4333334,8.133333,7.633333,310,270,220
"226","2015-12-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.466666,6.6666665,8.4,81,83,70.666664,7.3,6.4333334,8.133333,270,310,270
"227","2015-12-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.633333,11.466666,6.6666665,70.666664,81,83,4.0666666,7.3,6.4333334,240,270,310
"228","2015-12-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.233333,8.633333,11.466666,80,70.666664,81,7.7,4.0666666,7.3,160,240,270
"229","2015-12-05",NA,NA,NA,NA,NA,NA,NA,NA,"N",0.8333333,5.233333,8.633333,97,80,70.666664,4.866667,7.7,4.0666666,186.66667,160,240
"230","2015-12-06",NA,NA,NA,NA,NA,NA,NA,NA,"N",8.5,0.8333333,5.233333,70.666664,97,80,8.566667,4.866667,7.7,210,186.66667,160
"231","2015-12-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.066667,8.5,0.8333333,79.333336,70.666664,97,4.4666667,8.566667,4.866667,243.33333,210,186.66667
"232","2015-12-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.3333335,11.066667,8.5,96.333336,79.333336,70.666664,3.8,4.4666667,8.566667,160,243.33333,210
"233","2015-12-09",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.1,5.3333335,11.066667,89.333336,96.333336,79.333336,4.0333333,3.8,4.4666667,173.33333,160,243.33333
"234","2015-12-10",NA,NA,NA,NA,NA,NA,NA,NA,"Y",0.26666668,4.1,5.3333335,97.333336,89.333336,96.333336,4.0333333,4.0333333,3.8,180,173.33333,160
"235","2015-12-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",1.4666667,0.26666668,4.1,82.666664,97.333336,89.333336,5.7,4.0333333,4.0333333,170,180,173.33333
"236","2015-12-12",NA,NA,NA,NA,NA,NA,NA,NA,"N",6.0333333,1.4666667,0.26666668,80.333336,82.666664,97.333336,5.3,5.7,4.0333333,276.66666,170,180
"237","2015-12-13",NA,NA,NA,NA,NA,NA,NA,NA,"N",10.933333,6.0333333,1.4666667,68,80.333336,82.666664,10.433333,5.3,5.7,236.66667,276.66666,170
"238","2015-12-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-0.6,10.933333,6.0333333,96.333336,68,80.333336,3,10.433333,5.3,153.33333,236.66667,276.66666
"239","2015-12-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.733333,-0.6,10.933333,86,96.333336,68,3.4333334,3,10.433333,173.33333,153.33333,236.66667
"240","2015-12-16",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.733333,4.733333,-0.6,91.333336,86,96.333336,2.8,3.4333334,3,146.66667,173.33333,153.33333
"241","2015-12-17",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.233333,4.733333,4.733333,96.333336,91.333336,86,4.1,2.8,3.4333334,186.66667,146.66667,173.33333
"242","2015-12-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.3,7.233333,4.733333,94.666664,96.333336,91.333336,3.7666667,4.1,2.8,166.66667,186.66667,146.66667
"243","2015-12-19",NA,NA,NA,NA,NA,NA,NA,NA,"N",5.9,7.3,7.233333,98,94.666664,96.333336,4.1666665,3.7666667,4.1,180,166.66667,186.66667
"244","2015-12-20",NA,NA,NA,NA,NA,NA,NA,NA,"N",7.1666665,5.9,7.3,90.666664,98,94.666664,6.4333334,4.1666665,3.7666667,156.66667,180,166.66667
"245","2015-12-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.7,7.1666665,5.9,86,90.666664,98,5.266667,6.4333334,4.1666665,166.66667,156.66667,180
"246","2015-12-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.233334,6.7,7.1666665,70.333336,86,90.666664,7.5333333,5.266667,6.4333334,243.33333,166.66667,156.66667
"247","2015-12-23",NA,NA,NA,NA,NA,NA,NA,NA,"Y",7.2,11.233334,6.7,79,70.333336,86,9.133333,7.5333333,5.266667,230,243.33333,166.66667
"248","2015-12-24",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.6666667,7.2,11.233334,99.333336,79,70.333336,3.7666667,9.133333,7.5333333,160,230,243.33333
"249","2015-12-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.033334,2.6666667,7.2,69,99.333336,79,7.0666666,3.7666667,9.133333,250,160,230
"250","2015-12-26",NA,NA,NA,NA,NA,NA,NA,NA,"N",13.333333,12.033334,2.6666667,68.666664,69,99.333336,8.266666,7.0666666,3.7666667,233.33333,250,160
"251","2015-12-27",NA,NA,NA,NA,NA,NA,NA,NA,"N",4.5333333,13.333333,12.033334,93.333336,68.666664,69,5.0333333,8.266666,7.0666666,210,233.33333,250
"252","2015-12-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",10.033334,4.5333333,13.333333,90,93.333336,68.666664,4.1,5.0333333,8.266666,253.33333,210,233.33333
"253","2015-12-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.4333334,10.033334,4.5333333,86,90,93.333336,5.9333334,4.1,5.0333333,126.666664,253.33333,210
"254","2015-12-30",NA,NA,NA,NA,NA,NA,NA,NA,"Y",3.1333334,6.4333334,10.033334,87.666664,86,90,4.4,5.9333334,4.1,120,126.666664,253.33333
"255","2015-12-31",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-1.0666667,3.1333334,6.4333334,48.333332,87.666664,86,10.833333,4.4,5.9333334,150,120,126.666664
"256","2016-01-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-0.7,-1.0666667,3.1333334,92,48.333332,87.666664,3.3666666,10.833333,4.4,180,150,120
"257","2016-01-02",NA,NA,NA,NA,NA,NA,NA,NA,"N",0.36666667,-0.7,-1.0666667,93.333336,92,48.333332,4.2,3.3666666,10.833333,130,180,150
"258","2016-01-03",NA,NA,NA,NA,NA,NA,NA,NA,"N",-1.9333333,0.36666667,-0.7,76.666664,93.333336,92,5.9,4.2,3.3666666,83.333336,130,180
"259","2016-01-04",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.6333334,-1.9333333,0.36666667,68.666664,76.666664,93.333336,8.066667,5.9,4.2,146.66667,83.333336,130
"260","2016-01-05",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.6,-3.6333334,-1.9333333,88.333336,68.666664,76.666664,2.1666667,8.066667,5.9,113.333336,146.66667,83.333336
"261","2016-01-06",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-2.4333334,-3.6,-3.6333334,91.666664,88.333336,68.666664,1.9666667,2.1666667,8.066667,233.33333,113.333336,146.66667
"262","2016-01-07",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.0333333,-2.4333334,-3.6,95,91.666664,88.333336,1.2333333,1.9666667,2.1666667,163.33333,233.33333,113.333336
"263","2016-01-08",NA,NA,NA,NA,NA,NA,NA,NA,"Y",4.9,-3.0333333,-2.4333334,66.333336,95,91.666664,6.633333,1.2333333,1.9666667,233.33333,163.33333,233.33333
"264","2016-01-09",NA,NA,NA,NA,NA,NA,NA,NA,"N",-2.0666666,4.9,-3.0333333,90.333336,66.333336,95,3.8333333,6.633333,1.2333333,156.66667,233.33333,163.33333
"265","2016-01-10",NA,NA,NA,NA,NA,NA,NA,NA,"N",1.9666667,-2.0666666,4.9,90.333336,90.333336,66.333336,6.266667,3.8333333,6.633333,150,156.66667,233.33333
"266","2016-01-11",NA,NA,NA,NA,NA,NA,NA,NA,"Y",3.6333334,1.9666667,-2.0666666,98.666664,90.333336,90.333336,2.7,6.266667,3.8333333,206.66667,150,156.66667
"267","2016-01-12",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.0333333,3.6333334,1.9666667,88,98.666664,90.333336,6.6,2.7,6.266667,260,206.66667,150
"268","2016-01-13",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.1,5.0333333,3.6333334,74,88,98.666664,6.0666666,6.6,2.7,233.33333,260,206.66667
"269","2016-01-14",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.0333333,5.1,5.0333333,86.333336,74,88,3.9,6.0666666,6.6,240,233.33333,260
"270","2016-01-15",NA,NA,NA,NA,NA,NA,NA,NA,"Y",0.5,2.0333333,5.1,97.666664,86.333336,74,3.6,3.9,6.0666666,183.33333,240,233.33333
"271","2016-01-16",NA,NA,NA,NA,NA,NA,NA,NA,"N",-0.5,0.5,2.0333333,91,97.666664,86.333336,4.233333,3.6,3.9,316.66666,183.33333,240
"272","2016-01-17",NA,NA,NA,NA,NA,NA,NA,NA,"N",-1.1,-0.5,0.5,95,91,97.666664,4.733333,4.233333,3.6,313.33334,316.66666,183.33333
"273","2016-01-18",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.4,-1.1,-0.5,93,95,91,1.4333333,4.733333,4.233333,236.66667,313.33334,316.66666
"274","2016-01-19",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-12.566667,-3.4,-1.1,92.333336,93,95,3.1,1.4333333,4.733333,163.33333,236.66667,313.33334
"275","2016-01-20",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.0666666,-12.566667,-3.4,82.666664,92.333336,93,4.4333334,3.1,1.4333333,233.33333,163.33333,236.66667
"276","2016-01-21",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-3.7333333,-3.0666666,-12.566667,87,82.666664,92.333336,2.7666667,4.4333334,3.1,330,233.33333,163.33333
"277","2016-01-22",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-15.033334,-3.7333333,-3.0666666,92,87,82.666664,4.366667,2.7666667,4.4333334,170,330,233.33333
"278","2016-01-23",NA,NA,NA,NA,NA,NA,NA,NA,"N",-5.1,-15.033334,-3.7333333,85,92,87,6.266667,4.366667,2.7666667,156.66667,170,330
"279","2016-01-24",NA,NA,NA,NA,NA,NA,NA,NA,"N",3.7,-5.1,-15.033334,88,85,92,3.9666667,6.266667,4.366667,253.33333,156.66667,170
"280","2016-01-25",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.4333334,3.7,-5.1,96.666664,88,85,5.9666667,3.9666667,6.266667,260,253.33333,156.66667
"281","2016-01-26",NA,NA,NA,NA,NA,NA,NA,NA,"Y",2.5666666,5.4333334,3.7,99.333336,96.666664,88,3.3333333,5.9666667,3.9666667,213.33333,260,253.33333
"282","2016-01-27",NA,NA,NA,NA,NA,NA,NA,NA,"Y",11.133333,2.5666666,5.4333334,62.333332,99.333336,96.666664,7,3.3333333,5.9666667,230,213.33333,260
"283","2016-01-28",NA,NA,NA,NA,NA,NA,NA,NA,"Y",13.333333,11.133333,2.5666666,56.666668,62.333332,99.333336,8.833333,7,3.3333333,250,230,213.33333
"284","2016-01-29",NA,NA,NA,NA,NA,NA,NA,NA,"Y",-1.3666667,13.333333,11.133333,96,56.666668,62.333332,4.6666665,8.833333,7,200,250,230
"285","2016-01-30",NA,NA,NA,NA,NA,NA,NA,NA,"N",7.0666666,-1.3666667,13.333333,72.666664,96,56.666668,8.1,4.6666665,8.833333,223.33333,200,250
"286","2016-01-31",NA,NA,NA,NA,NA,NA,NA,NA,"N",3,7.0666666,-1.3666667,75.333336,72.666664,96,7.366667,8.1,4.6666665,240,223.33333,200
"287","2016-02-01",NA,NA,NA,NA,NA,NA,NA,NA,"Y",6.4,3,7.0666666,97.333336,75.333336,72.666664,3.6666667,7.366667,8.1,300,240,223.33333
"288","2016-02-02",NA,NA,NA,NA,NA,NA,NA,NA,"Y",12.466666,6.4,3,64.666664,97.333336,75.333336,9.266666,3.6666667,7.366667,240,300,240
"289","2016-02-03",NA,NA,NA,NA,NA,NA,NA,NA,"Y",5.5,12.466666,6.4,71,64.666664,97.333336,7.733333,9.266666,3.6666667,253.33333,240,300
