Datum Zeit; NO; NO2; O3; PM2.5; SO2; PM10; BEN
; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³
01-10-16 00:30; ; ; ; ; 0,0; ; 
01-10-16 01:00; 1; 12; 13; 0,00; 1,5; 16; 0,2
01-10-16 01:30; ; ; ; ; 0,0; ; 
01-10-16 02:00; 1; 12; 7; 0,00; 0,5; 16; 0,1
01-10-16 02:30; ; ; ; ; 0,0; ; 
01-10-16 03:00; 1; 11; 6; 0,00; 1,1; 16; 0,1
01-10-16 03:30; ; ; ; ; 0,0; ; 
01-10-16 04:00; 1; 12; 9; 0,00; 2,3; 16; 1,9
01-10-16 04:30; ; ; ; ; 0,0; ; 
01-10-16 05:00; 5; 17; 4; 0,00; 1,4; 16; 5,9
01-10-16 05:30; ; ; ; ; 0,0; ; 
01-10-16 06:00; 1; 10; 6; 0,00; 0,5; 16; 7,3
01-10-16 06:30; ; ; ; ; 0,0; ; 
01-10-16 07:00; 5; 12; 4; 0,00; 0,5; 16; 2,2
01-10-16 07:30; ; ; ; ; 0,0; ; 
01-10-16 08:00; 10; 17; 3; 0,00; 1,5; 16; 1,1
01-10-16 08:30; ; ; ; ; 0,0; ; 
01-10-16 09:00; 9; 15; 6; 0,00; 2,6; 16; 1,1
01-10-16 09:30; ; ; ; ; 0,0; ; 
01-10-16 10:00; 10; 16; 27; 0,00; 3,1; 16; 1,1
01-10-16 10:30; ; ; ; ; 0,0; ; 
01-10-16 11:00; 1; 9; 66; 0,00; 2,1; 16; 0,8
01-10-16 11:30; ; ; ; ; 0,0; ; 
01-10-16 12:00; 1; 8; 79; 0,00; 1,9; 16; 0,8
01-10-16 12:30; ; ; ; ; 0,0; ; 
01-10-16 13:00; 1; 8; 88; 0,00; 1,7; 16; 0,4
01-10-16 13:30; ; ; ; ; 0,0; ; 
01-10-16 14:00; 1; 9; 94; 0,00; 1,7; 16; 0,3
01-10-16 14:30; ; ; ; ; 0,0; ; 
01-10-16 15:00; 1; 12; 99; 0,00; 1,6; 16; 0,2
01-10-16 15:30; ; ; ; ; 0,0; ; 
01-10-16 16:00; 1; 15; 94; 0,00; 1,6; 16; 0,3
01-10-16 16:30; ; ; ; ; 0,0; ; 
01-10-16 17:00; 1; 26; 75; 0,00; 1,8; 16; 0,3
01-10-16 17:30; ; ; ; ; 0,0; ; 
01-10-16 18:00; 2; 26; 64; 0,00; 1,6; 16; 0,3
01-10-16 18:30; ; ; ; ; 0,0; ; 
01-10-16 19:00; 1; 13; 69; 0,00; 1,8; 16; 0,3
01-10-16 19:30; ; ; ; ; 0,0; ; 
01-10-16 20:00; 1; 22; 53; 0,00; 2,2; 16; 0,2
01-10-16 20:30; ; ; ; ; 0,0; ; 
01-10-16 21:00; 1; 24; 47; 0,00; 1,9; 16; 0,2
01-10-16 21:30; ; ; ; ; 0,0; ; 
01-10-16 22:00; 1; 5; 79; 0,00; 0,5; 16; 0,2
01-10-16 22:30; ; ; ; ; 0,0; ; 
01-10-16 23:00; 1; 4; 72; 0,00; 0,5; 16; 0,1
01-10-16 23:30; ; ; ; ; 0,0; ; 
02-10-16 00:00; 1; 5; 66; 0,00; 0,5; 16; 0,1
02-10-16 00:30; ; ; ; ; 0,0; ; 
02-10-16 01:00; 1; 7; 46; 0,00; 0,5; 9; 0,1
02-10-16 01:30; ; ; ; ; 0,0; ; 
02-10-16 02:00; 1; 6; 50; 0,00; 0,5; 9; 0,1
02-10-16 02:30; ; ; ; ; 0,0; ; 
02-10-16 03:00; 1; 6; 42; 0,00; 0,5; 9; 0,1
02-10-16 03:30; ; ; ; ; 0,0; ; 
02-10-16 04:00; 1; 5; 34; 0,00; 0,5; 9; 0,1
02-10-16 04:30; ; ; ; ; 0,0; ; 
02-10-16 05:00; 1; 8; 28; 0,00; 0,5; 9; 0,1
02-10-16 05:30; ; ; ; ; 0,0; ; 
02-10-16 06:00; 1; 13; 17; 0,00; 0,5; 9; 0,1
02-10-16 06:30; ; ; ; ; 0,0; ; 
02-10-16 07:00; 1; 11; 10; 0,00; 0,5; 9; 0,1
02-10-16 07:30; ; ; ; ; 0,0; ; 
02-10-16 08:00; 3; 12; 15; 0,00; 0,5; 9; 0,1
02-10-16 08:30; ; ; ; ; 0,0; ; 
02-10-16 09:00; 2; 7; 37; 0,00; 1,5; 9; 0,1
02-10-16 09:30; ; ; ; ; 0,0; ; 
02-10-16 10:00; 2; 6; 43; 0,00; 2,5; 9; 0,1
02-10-16 10:30; ; ; ; ; 0,0; ; 
02-10-16 11:00; 2; 7; 50; 0,00; 3,1; 9; 0,1
02-10-16 11:30; ; ; ; ; 0,0; ; 
02-10-16 12:00; 2; 7; 48; 0,00; 3,2; 9; 0,2
02-10-16 12:30; ; ; ; ; 0,0; ; 
02-10-16 13:00; 1; 7; 48; 0,00; 2,2; 9; 0,2
02-10-16 13:30; ; ; ; ; 0,0; ; 
02-10-16 14:00; 1; 8; 43; 0,00; 2,1; 9; 0,1
02-10-16 14:30; ; ; ; ; 0,0; ; 
02-10-16 15:00; 2; 7; 42; 0,00; 1,2; 9; 0,1
02-10-16 15:30; ; ; ; ; 0,0; ; 
02-10-16 16:00; 1; 9; 35; 0,00; 0,5; 9; 0,1
02-10-16 16:30; ; ; ; ; 0,0; ; 
02-10-16 17:00; 1; 10; 34; 0,00; 0,5; 9; 0,3
02-10-16 17:30; ; ; ; ; 0,0; ; 
02-10-16 18:00; 2; 9; 38; 0,00; 0,5; 9; 0,3
02-10-16 18:30; ; ; ; ; 0,0; ; 
02-10-16 19:00; 1; 17; 31; 0,00; 0,5; 9; 0,2
02-10-16 19:30; ; ; ; ; 0,0; ; 
02-10-16 20:00; 1; 8; 33; 0,00; 0,5; 9; 0,2
02-10-16 20:30; ; ; ; ; 0,0; ; 
02-10-16 21:00; 1; 13; 23; 0,00; 0,5; 9; 0,2
02-10-16 21:30; ; ; ; ; 0,0; ; 
02-10-16 22:00; 1; 12; 30; 0,00; 0,5; 9; 0,2
02-10-16 22:30; ; ; ; ; 0,0; ; 
02-10-16 23:00; 1; 7; 32; 0,00; 0,5; 9; 0,1
02-10-16 23:30; ; ; ; ; 0,0; ; 
03-10-16 00:00; 1; 12; 25; 0,00; 0,5; 9; 0,1
03-10-16 00:30; ; ; ; ; 0,0; ; 
03-10-16 01:00; 1; 10; 27; 0,00; 1,0; 6; 0,1
03-10-16 01:30; ; ; ; ; 0,0; ; 
03-10-16 02:00; 2; 17; 17; 0,00; 1,7; 6; 0,1
03-10-16 02:30; ; ; ; ; 0,0; ; 
03-10-16 03:00; 1; 8; 24; 0,00; 0,5; 6; 0,1
03-10-16 03:30; ; ; ; ; 0,0; ; 
03-10-16 04:00; 1; 10; 22; 0,00; 1,7; 6; 0,1
03-10-16 04:30; ; ; ; ; 0,0; ; 
03-10-16 05:00; 1; 14; 14; 0,00; 1,6; 6; 0,1
03-10-16 05:30; ; ; ; ; 0,0; ; 
03-10-16 06:00; 1; 13; 11; 0,00; 1,1; 6; 0,1
03-10-16 06:30; ; ; ; ; 0,0; ; 
03-10-16 07:00; 1; 9; 18; 0,00; 1,4; 6; 0,1
03-10-16 07:30; ; ; ; ; 0,0; ; 
03-10-16 08:00; 4; 13; 14; 0,00; 2,1; 6; 0,1
03-10-16 08:30; ; ; ; ; 0,0; ; 
03-10-16 09:00; 3; 11; 24; 0,00; 3,1; 6; 0,2
03-10-16 09:30; ; ; ; ; 0,0; ; 
03-10-16 10:00; 3; 9; 27; 0,00; 3,1; 6; 0,2
03-10-16 10:30; ; ; ; ; 0,0; ; 
03-10-16 11:00; 2; 8; 33; 0,00; 2,4; 6; 0,2
03-10-16 11:30; ; ; ; ; 0,0; ; 
03-10-16 12:00; 1; 5; 47; 0,00; 1,4; 6; 0,2
03-10-16 12:30; ; ; ; ; 0,0; ; 
03-10-16 13:00; 1; 5; 52; 0,00; 0,5; 6; 0,2
03-10-16 13:30; ; ; ; ; 0,0; ; 
03-10-16 14:00; 1; 5; 50; 0,00; 0,5; 6; 0,2
03-10-16 14:30; ; ; ; ; 0,0; ; 
03-10-16 15:00; 1; 5; 50; 0,00; 0,5; 6; 0,2
03-10-16 15:30; ; ; ; ; 0,0; ; 
03-10-16 16:00; 1; 8; 41; 0,00; 1,3; 6; 0,2
03-10-16 16:30; ; ; ; ; 0,0; ; 
03-10-16 17:00; 1; 11; 33; 0,00; 0,5; 6; 0,2
03-10-16 17:30; ; ; ; ; 0,0; ; 
03-10-16 18:00; 1; 14; 34; 0,00; 0,5; 6; 0,3
03-10-16 18:30; ; ; ; ; 0,0; ; 
03-10-16 19:00; 1; 16; 25; 0,00; 0,5; 6; 0,3
03-10-16 19:30; ; ; ; ; 0,0; ; 
03-10-16 20:00; 1; 7; 41; 0,00; 0,5; 6; 0,3
03-10-16 20:30; ; ; ; ; 0,0; ; 
03-10-16 21:00; 1; 9; 28; 0,00; 0,5; 6; 0,2
03-10-16 21:30; ; ; ; ; 0,0; ; 
03-10-16 22:00; 1; 11; 25; 0,00; 0,5; 6; 0,2
03-10-16 22:30; ; ; ; ; 0,0; ; 
03-10-16 23:00; 1; 7; 37; 0,00; 0,5; 6; 0,2
03-10-16 23:30; ; ; ; ; 0,0; ; 
04-10-16 00:00; 1; 7; 51; 0,00; 1,5; 6; 0,2
04-10-16 00:30; ; ; ; ; 0,0; ; 
04-10-16 01:00; 1; 5; 52; 0,00; 1,0; 6; 0,2
04-10-16 01:30; ; ; ; ; 0,0; ; 
04-10-16 02:00; 1; 4; 53; 0,00; 0,5; 6; 0,2
04-10-16 02:30; ; ; ; ; 0,0; ; 
04-10-16 03:00; 1; 5; 50; 0,00; 0,5; 6; 0,1
04-10-16 03:30; ; ; ; ; 0,0; ; 
04-10-16 04:00; 1; 4; 45; 0,00; 0,5; 6; 0,1
04-10-16 04:30; ; ; ; ; 0,0; ; 
04-10-16 05:00; 1; 4; 42; 0,00; 0,5; 6; 0,2
04-10-16 05:30; ; ; ; ; 0,0; ; 
04-10-16 06:00; 1; 5; 42; 0,00; 0,5; 6; 0,2
04-10-16 06:30; ; ; ; ; 0,0; ; 
04-10-16 07:00; 1; 5; 45; 0,00; 0,5; 6; 
04-10-16 07:30; ; ; ; ; 0,0; ; 
04-10-16 08:00; 1; 5; 48; 0,00; 0,5; 6; 
04-10-16 08:30; ; ; ; ; 0,0; ; 
04-10-16 09:00; 1; 5; 52; 0,00; 0,5; 6; 
04-10-16 09:30; ; ; ; ; 0,0; ; 
04-10-16 10:00; 1; 6; 51; 0,00; 0,5; 6; 
04-10-16 10:30; ; ; ; ; 0,0; ; 
04-10-16 11:00; 1; 5; 52; 0,00; 0,5; 6; 
04-10-16 11:30; ; ; ; ; 0,0; ; 
04-10-16 12:00; 1; 5; 56; 0,00; 0,5; 6; 0,2
04-10-16 12:30; ; ; ; ; 0,0; ; 
04-10-16 13:00; 1; 4; 62; 0,00; 0,5; 6; 0,2
04-10-16 13:30; ; ; ; ; 0,0; ; 
04-10-16 14:00; 1; 4; 66; 0,00; 0,5; 6; 0,2
04-10-16 14:30; ; ; ; ; 0,0; ; 
04-10-16 15:00; 1; 4; 66; 0,00; 0,5; 6; 0,2
04-10-16 15:30; ; ; ; ; 0,0; ; 
04-10-16 16:00; 1; 4; 64; 0,00; 0,5; 6; 0,1
04-10-16 16:30; ; ; ; ; 0,0; ; 
04-10-16 17:00; 1; 6; 63; 0,00; 0,5; 6; 0,2
04-10-16 17:30; ; ; ; ; 0,0; ; 
04-10-16 18:00; 1; 8; 57; 0,00; 0,5; 6; 0,2
04-10-16 18:30; ; ; ; ; 0,0; ; 
04-10-16 19:00; 1; 10; 52; 0,00; 0,5; 6; 0,2
04-10-16 19:30; ; ; ; ; 0,0; ; 
04-10-16 20:00; 1; 10; 49; 0,00; 0,5; 6; 0,2
04-10-16 20:30; ; ; ; ; 0,0; ; 
04-10-16 21:00; 1; 8; 50; 0,00; 0,5; 6; 0,2
04-10-16 21:30; ; ; ; ; 0,0; ; 
04-10-16 22:00; 1; 7; 50; 0,00; 0,5; 6; 0,2
04-10-16 22:30; ; ; ; ; 0,0; ; 
04-10-16 23:00; 1; 3; 60; 0,00; 0,5; 6; 0,3
04-10-16 23:30; ; ; ; ; 0,0; ; 
05-10-16 00:00; 1; 4; 57; 0,00; 0,5; 6; 0,2
05-10-16 00:30; ; ; ; ; 0,0; ; 
05-10-16 01:00; 1; 5; 53; 0,00; 0,5; ; 0,2
05-10-16 01:30; ; ; ; ; 0,0; ; 
05-10-16 02:00; 1; 4; 51; 0,00; 0,5; ; 0,1
05-10-16 02:30; ; ; ; ; 0,0; ; 
05-10-16 03:00; 1; 4; 49; 0,00; 0,5; ; 0,1
05-10-16 03:30; ; ; ; ; 0,0; ; 
05-10-16 04:00; 1; 5; 44; 0,00; 0,5; ; 0,1
05-10-16 04:30; ; ; ; ; 0,0; ; 
05-10-16 05:00; 1; 6; 44; 0,00; 0,5; ; 0,2
05-10-16 05:30; ; ; ; ; 0,0; ; 
05-10-16 06:00; 1; 10; 39; 0,00; 0,5; ; 0,2
05-10-16 06:30; ; ; ; ; 0,0; ; 
05-10-16 07:00; 1; 9; 41; 0,00; 0,5; ; 0,2
05-10-16 07:30; ; ; ; ; 0,0; ; 
05-10-16 08:00; 1; 8; 40; 0,00; 0,5; ; 0,1
05-10-16 08:30; ; ; ; ; 0,0; ; 
05-10-16 09:00; 1; 7; 40; 0,00; 0,5; ; 0,2
05-10-16 09:30; ; ; ; ; 0,0; ; 
05-10-16 10:00; 1; 8; 38; 0,00; 0,5; ; 0,2
05-10-16 10:30; ; ; ; ; 0,0; ; 
05-10-16 11:00; 2; 7; 40; 0,00; 0,5; ; 0,1
05-10-16 11:30; ; ; ; ; 0,0; ; 
05-10-16 12:00; 1; 6; 45; 0,00; 0,5; ; 0,1
05-10-16 12:30; ; ; ; ; 0,0; ; 
05-10-16 13:00; 2; 9; 42; 0,00; 1,1; ; 0,1
05-10-16 13:30; ; ; ; ; 0,0; ; 
05-10-16 14:00; 1; 7; 45; 0,00; 0,5; ; 0,2
05-10-16 14:30; ; ; ; ; 0,0; ; 
05-10-16 15:00; 1; 9; 43; 0,00; 1,0; ; 0,1
05-10-16 15:30; ; ; ; ; 0,0; ; 
05-10-16 16:00; 1; 10; 42; 0,00; 0,5; ; 0,2
05-10-16 16:30; ; ; ; ; 0,0; ; 
05-10-16 17:00; 1; 5; 50; 0,00; 0,5; ; 0,2
05-10-16 17:30; ; ; ; ; 0,0; ; 
05-10-16 18:00; 1; 6; 48; 0,00; 0,5; ; 0,2
05-10-16 18:30; ; ; ; ; 0,0; ; 
05-10-16 19:00; 1; 5; 48; 0,00; 0,5; ; 0,2
05-10-16 19:30; ; ; ; ; 0,0; ; 
05-10-16 20:00; 1; 4; 47; 0,00; 0,5; ; 0,2
05-10-16 20:30; ; ; ; ; 0,0; ; 
05-10-16 21:00; 1; 5; 44; 0,00; 0,5; ; 0,2
05-10-16 21:30; ; ; ; ; 0,0; ; 
05-10-16 22:00; 1; 3; 40; 0,00; 0,5; ; 0,2
05-10-16 22:30; ; ; ; ; 0,0; ; 
05-10-16 23:00; 1; 4; 35; 0,00; 0,5; ; 0,2
05-10-16 23:30; ; ; ; ; 0,0; ; 
06-10-16 00:00; 1; 7; 32; 0,00; 0,5; ; 0,2
06-10-16 00:30; ; ; ; ; 0,0; ; 
06-10-16 01:00; 1; 5; 35; 0,00; 0,5; ; 0,2
06-10-16 01:30; ; ; ; ; 0,0; ; 
06-10-16 02:00; 1; 4; 36; 0,00; 0,5; ; 0,2
06-10-16 02:30; ; ; ; ; 0,0; ; 
06-10-16 03:00; 1; 5; 32; 0,00; 0,5; ; 0,2
06-10-16 03:30; ; ; ; ; 0,0; ; 
06-10-16 04:00; 1; 5; 31; 0,00; 0,5; ; 0,2
06-10-16 04:30; ; ; ; ; 0,0; ; 
06-10-16 05:00; 1; 6; 28; 0,00; 0,5; ; 0,2
06-10-16 05:30; ; ; ; ; 0,0; ; 
06-10-16 06:00; 1; 7; 26; 0,00; 0,5; ; 0,2
06-10-16 06:30; ; ; ; ; 0,0; ; 
06-10-16 07:00; 2; 9; 23; 0,00; 0,5; ; 0,2
06-10-16 07:30; ; ; ; ; 0,0; ; 
06-10-16 08:00; 2; 9; 21; 0,00; 0,5; ; 0,2
06-10-16 08:30; ; ; ; ; 0,0; ; 
06-10-16 09:00; 3; 11; 18; 0,00; 0,5; ; 0,3
06-10-16 09:30; ; ; ; ; 0,0; ; 
06-10-16 10:00; 2; 8; 21; 0,00; 0,5; ; 0,3
06-10-16 10:30; ; ; ; ; 0,0; ; 
06-10-16 11:00; 3; 9; 21; 0,00; 0,5; ; 0,3
06-10-16 11:30; ; ; ; ; 0,0; ; 
06-10-16 12:00; 2; 7; 22; 0,00; 0,5; ; 0,3
06-10-16 12:30; ; ; ; ; 0,0; ; 
06-10-16 13:00; 2; 7; 22; 0,00; 0,5; ; 0,3
06-10-16 13:30; ; ; ; ; 0,0; ; 
06-10-16 14:00; 2; 7; 23; 0,00; 0,5; ; 0,3
06-10-16 14:30; ; ; ; ; 0,0; ; 
06-10-16 15:00; 2; 7; 23; 0,00; 0,5; ; 0,3
06-10-16 15:30; ; ; ; ; 0,0; ; 
06-10-16 16:00; 2; 9; 21; 0,00; 0,5; ; 0,3
06-10-16 16:30; ; ; ; ; 0,0; ; 
06-10-16 17:00; 2; 9; 19; 0,00; 0,5; ; 0,3
06-10-16 17:30; ; ; ; ; 0,0; ; 
06-10-16 18:00; 1; 10; 18; 0,00; 0,5; ; 0,3
06-10-16 18:30; ; ; ; ; 0,0; ; 
06-10-16 19:00; 2; 9; 17; 0,00; 0,5; ; 0,3
06-10-16 19:30; ; ; ; ; 0,0; ; 
06-10-16 20:00; 1; 8; 18; 0,00; 0,5; ; 0,4
06-10-16 20:30; ; ; ; ; 0,0; ; 
06-10-16 21:00; 1; 8; 15; 0,00; 0,5; ; 0,4
06-10-16 21:30; ; ; ; ; 0,0; ; 
06-10-16 22:00; 2; 10; 13; 0,00; 0,5; ; 0,4
06-10-16 22:30; ; ; ; ; 0,0; ; 
06-10-16 23:00; 1; 8; 14; 0,00; 0,5; ; 0,4
06-10-16 23:30; ; ; ; ; 0,0; ; 
07-10-16 00:00; 1; 9; 10; 0,00; 0,5; ; 0,4
07-10-16 00:30; ; ; ; ; 0,0; ; 
07-10-16 01:00; 1; 8; 11; 0,00; 0,5; ; 0,4
07-10-16 01:30; ; ; ; ; 0,0; ; 
07-10-16 02:00; 2; 9; 8; 0,00; 0,5; ; 0,4
07-10-16 02:30; ; ; ; ; 0,0; ; 
07-10-16 03:00; 3; 9; 8; 0,00; 0,5; ; 0,4
07-10-16 03:30; ; ; ; ; 0,0; ; 
07-10-16 04:00; 1; 8; 10; 0,00; 0,5; ; 0,5
07-10-16 04:30; ; ; ; ; 0,0; ; 
07-10-16 05:00; 1; 9; 11; 0,00; 0,5; ; 0,5
07-10-16 05:30; ; ; ; ; 0,0; ; 
07-10-16 06:00; 4; 14; 8; 0,00; 0,5; ; 0,5
07-10-16 06:30; ; ; ; ; 0,0; ; 
07-10-16 07:00; 3; 13; 12; 0,00; 0,5; ; 0,5
07-10-16 07:30; ; ; ; ; 0,0; ; 
07-10-16 08:00; 4; 12; 14; 0,00; 0,5; ; 0,5
07-10-16 08:30; ; ; ; ; 0,0; ; 
07-10-16 09:00; 3; 11; 17; 0,00; 0,5; ; 0,6
07-10-16 09:30; ; ; ; ; 0,0; ; 
07-10-16 10:00; 5; 10; 20; 0,00; 1,2; ; 0,6
07-10-16 10:30; ; ; ; ; 0,0; ; 
07-10-16 11:00; 6; 11; 22; 0,00; 2,7; ; 0,7
07-10-16 11:30; ; ; ; ; 0,0; ; 
07-10-16 12:00; 4; 9; 29; 0,00; 5,1; ; 0,7
07-10-16 12:30; ; ; ; ; 0,0; ; 
07-10-16 13:00; 3; 9; 38; 0,00; 8,8; ; 0,7
07-10-16 13:30; ; ; ; ; 0,0; ; 
07-10-16 14:00; 2; 8; 47; 0,00; 6,8; ; 0,6
07-10-16 14:30; ; ; ; ; 0,0; ; 
07-10-16 15:00; 2; 8; 49; 0,00; 4,9; ; 0,6
07-10-16 15:30; ; ; ; ; 0,0; ; 
07-10-16 16:00; 1; 10; 49; 0,00; 2,5; ; 0,6
07-10-16 16:30; ; ; ; ; 0,0; ; 
07-10-16 17:00; 1; 13; 43; 0,00; 1,3; ; 0,6
07-10-16 17:30; ; ; ; ; 0,0; ; 
07-10-16 18:00; 1; 17; 34; 0,00; 0,5; ; 0,6
07-10-16 18:30; ; ; ; ; 0,0; ; 
07-10-16 19:00; 1; 20; 27; 0,00; 0,5; ; 0,7
07-10-16 19:30; ; ; ; ; 0,0; ; 
07-10-16 20:00; 2; 23; 13; 0,00; 0,5; ; 0,7
07-10-16 20:30; ; ; ; ; 0,0; ; 
07-10-16 21:00; 1; 20; 16; 0,00; 0,5; ; 0,7
07-10-16 21:30; ; ; ; ; 0,0; ; 
