Datum Zeit; NO; NO2; O3; PM2.5; SO2; PM10; BEN
14-10-16 23:00; 1; 6; 53; 0,00; 2,2; ; 1,0
14-10-16 23:30; ; ; ; ; 0,0; ; 
15-10-16 00:00; 1; 6; 53; 0,00; 1,8; ; 1,0
15-10-16 00:30; ; ; ; ; 0,0; ; 
15-10-16 01:00; 1; 5; 53; 0,00; 1,7; ; 1,0
15-10-16 01:30; ; ; ; ; 0,0; ; 
15-10-16 02:00; 1; 5; 52; 0,00; 1,4; ; 0,9
15-10-16 02:30; ; ; ; ; 0,0; ; 
15-10-16 03:00; 1; 5; 51; 0,00; 2,1; ; 1,0
15-10-16 03:30; ; ; ; ; 0,0; ; 
15-10-16 04:00; 1; 5; 50; 0,00; 1,7; ; 1,0
15-10-16 04:30; ; ; ; ; 0,0; ; 
15-10-16 05:00; 1; 6; 46; 0,00; 1,8; ; 1,0
15-10-16 05:30; ; ; ; ; 0,0; ; 
15-10-16 06:00; 1; 6; 42; 0,00; 1,6; ; 1,0
15-10-16 06:30; ; ; ; ; 0,0; ; 
15-10-16 07:00; 1; 6; 46; 0,00; 2,0; ; 1,0
15-10-16 07:30; ; ; ; ; 0,0; ; 
15-10-16 08:00; 1; 6; 47; 0,00; 3,2; ; 1,0
15-10-16 08:30; ; ; ; ; 0,0; ; 
15-10-16 09:00; 2; 8; 47; 0,00; 4,0; ; 1,5
15-10-16 09:30; ; ; ; ; 0,0; ; 
15-10-16 10:00; 2; 6; 51; 0,00; 4,8; ; 1,3
15-10-16 10:30; ; ; ; ; 0,0; ; 
15-10-16 11:00; 1; 6; 50; 0,00; 4,7; ; 1,2
15-10-16 11:30; ; ; ; ; 0,0; ; 
15-10-16 12:00; 1; 9; 45; 0,00; 4,4; ; 1,5
15-10-16 12:30; ; ; ; ; 0,0; ; 
15-10-16 13:00; 2; 8; 44; 0,00; 2,9; ; 0,9
15-10-16 13:30; ; ; ; ; 0,0; ; 
15-10-16 14:00; 3; 9; 42; 0,00; 2,5; ; 0,7
15-10-16 14:30; ; ; ; ; 0,0; ; 
15-10-16 15:00; 3; 7; 43; 0,00; 2,5; ; 0,7
15-10-16 15:30; ; ; ; ; 0,0; ; 
15-10-16 16:00; 3; 9; 42; 0,00; 2,4; ; 0,7
15-10-16 16:30; ; ; ; ; 0,0; ; 
15-10-16 17:00; 2; 13; 35; 0,00; 1,7; ; 0,6
15-10-16 17:30; ; ; ; ; 0,0; ; 
15-10-16 18:00; 1; 15; 30; 0,00; 1,9; ; 0,7
15-10-16 18:30; ; ; ; ; 0,0; ; 
15-10-16 19:00; 1; 13; 30; 0,00; 2,3; ; 
15-10-16 19:30; ; ; ; ; 0,0; ; 
15-10-16 20:00; 1; 13; 29; 0,00; 2,0; ; 
15-10-16 20:30; ; ; ; ; 0,0; ; 
15-10-16 21:00; 1; 10; 32; 0,00; 2,1; ; 
15-10-16 21:30; ; ; ; ; 0,0; ; 
15-10-16 22:00; 1; 9; 31; 0,00; 2,6; ; 
15-10-16 22:30; ; ; ; ; 0,0; ; 
15-10-16 23:00; 1; 12; 23; 0,00; 2,3; ; 
15-10-16 23:30; ; ; ; ; 0,0; ; 
16-10-16 00:00; 1; 12; 14; 0,00; 1,5; ; 0,7
16-10-16 00:30; ; ; ; ; 0,0; ; 
16-10-16 01:00; 1; 13; 9; 0,00; 1,2; ; 0,7
16-10-16 01:30; ; ; ; ; 0,0; ; 
16-10-16 02:00; 1; 14; 4; 0,00; 1,0; ; 0,7
16-10-16 02:30; ; ; ; ; 0,0; ; 
16-10-16 03:00; 2; 15; 3; 0,00; 0,5; ; 0,6
16-10-16 03:30; ; ; ; ; 0,0; ; 
16-10-16 04:00; 2; 15; 3; 0,00; 0,5; ; 0,6
16-10-16 04:30; ; ; ; ; 0,0; ; 
16-10-16 05:00; 3; 14; 1; 0,00; 0,5; ; 0,5
16-10-16 05:30; ; ; ; ; 0,0; ; 
16-10-16 06:00; 4; 11; 1; 0,00; 0,5; ; 0,5
16-10-16 06:30; ; ; ; ; 0,0; ; 
16-10-16 07:00; 6; 10; 1; 0,00; 0,5; ; 0,5
16-10-16 07:30; ; ; ; ; 0,0; ; 
16-10-16 08:00; 9; 9; 2; 0,00; 1,5; ; 0,5
16-10-16 08:30; ; ; ; ; 0,0; ; 
16-10-16 09:00; 15; 11; 3; 0,00; 2,9; ; 0,5
16-10-16 09:30; ; ; ; ; 0,0; ; 
16-10-16 10:00; 24; 17; 3; 0,00; 4,5; ; 0,6
16-10-16 10:30; ; ; ; ; 0,0; ; 
16-10-16 11:00; 18; 20; 5; 0,00; 3,8; ; 0,6
16-10-16 11:30; ; ; ; ; 0,0; ; 
16-10-16 12:00; 5; 11; 17; 0,00; 2,5; ; 0,5
16-10-16 12:30; ; ; ; ; 0,0; ; 
16-10-16 13:00; 4; 8; 22; 0,00; 2,0; ; 0,3
16-10-16 13:30; ; ; ; ; 0,0; ; 
16-10-16 14:00; 3; 10; 20; 0,00; 1,6; ; 0,4
16-10-16 14:30; ; ; ; ; 0,0; ; 
16-10-16 15:00; 3; 11; 19; 0,00; 1,4; ; 0,3
16-10-16 15:30; ; ; ; ; 0,0; ; 
16-10-16 16:00; 2; 12; 23; 0,00; 1,4; ; 0,4
16-10-16 16:30; ; ; ; ; 0,0; ; 
16-10-16 17:00; 2; 13; 20; 0,00; 1,1; ; 1,2
16-10-16 17:30; ; ; ; ; 0,0; ; 
16-10-16 18:00; 3; 17; 11; 0,00; 0,5; ; 1,4
16-10-16 18:30; ; ; ; ; 0,0; ; 
16-10-16 19:00; 2; 14; 8; 0,00; 1,1; ; 1,3
16-10-16 19:30; ; ; ; ; 0,0; ; 
16-10-16 20:00; 1; 13; 10; 0,00; 2,1; ; 1,0
16-10-16 20:30; ; ; ; ; 0,0; ; 
16-10-16 21:00; 1; 11; 12; 0,00; 1,7; ; 0,7
16-10-16 21:30; ; ; ; ; 0,0; ; 
16-10-16 22:00; 2; 14; 11; 0,00; 2,9; ; 0,8
16-10-16 22:30; ; ; ; ; 0,0; ; 
16-10-16 23:00; 2; 13; 9; 0,00; 2,2; ; 1,0
16-10-16 23:30; ; ; ; ; 0,0; ; 
17-10-16 00:00; 2; 12; 8; 0,00; 1,5; ; 1,6
17-10-16 00:30; ; ; ; ; 0,0; ; 
17-10-16 01:00; 1; 13; 9; 0,00; 1,0; ; 1,5
17-10-16 01:30; ; ; ; ; 0,0; ; 
17-10-16 02:00; 3; 19; 3; 0,00; 1,1; ; 1,0
17-10-16 02:30; ; ; ; ; 0,0; ; 
17-10-16 03:00; 2; 12; 8; 0,00; 0,5; ; 1,1
17-10-16 03:30; ; ; ; ; 0,0; ; 
17-10-16 04:00; 2; 14; 3; 0,00; 0,5; ; 1,1
17-10-16 04:30; ; ; ; ; 0,0; ; 
17-10-16 05:00; 1; 12; 6; 0,00; 0,5; ; 1,8
17-10-16 05:30; ; ; ; ; 0,0; ; 
17-10-16 06:00; 5; 14; 2; 0,00; 0,5; ; 1,7
17-10-16 06:30; ; ; ; ; 0,0; ; 
17-10-16 07:00; 12; 16; 3; 0,00; 0,5; ; 2,4
17-10-16 07:30; ; ; ; ; 0,0; ; 
17-10-16 08:00; 8; 18; 6; 0,00; 1,0; ; 2,6
17-10-16 08:30; ; ; ; ; 0,0; ; 
17-10-16 09:00; 14; 22; 6; 0,00; 1,8; ; 2,7
17-10-16 09:30; ; ; ; ; 0,0; ; 
17-10-16 10:00; 6; 12; 21; 0,00; 1,3; ; 1,4
17-10-16 10:30; ; ; ; ; 0,0; ; 
17-10-16 11:00; 5; 9; 25; 0,00; 1,1; ; 1,3
17-10-16 11:30; ; ; ; ; 0,0; ; 
17-10-16 12:00; 3; 9; 24; 0,00; 0,5; ; 1,9
17-10-16 12:30; ; ; ; ; 0,0; ; 
17-10-16 13:00; 4; 11; 23; 0,00; 0,5; ; 2,1
17-10-16 13:30; ; ; ; ; 0,0; ; 
17-10-16 14:00; 5; 12; 28; 0,00; 0,5; ; 1,5
17-10-16 14:30; ; ; ; ; 0,0; ; 
17-10-16 15:00; 4; 12; 29; 0,00; 0,5; ; 1,3
17-10-16 15:30; ; ; ; ; 0,0; ; 
17-10-16 16:00; 3; 13; 32; 0,00; 0,5; ; 1,9
17-10-16 16:30; ; ; ; ; 0,0; ; 
17-10-16 17:00; 2; 14; 30; 0,00; 0,5; ; 11,3
17-10-16 17:30; ; ; ; ; 0,0; ; 
17-10-16 18:00; 1; 12; 30; 0,00; 0,5; ; 8,0
17-10-16 18:30; ; ; ; ; 0,0; ; 
17-10-16 19:00; 1; 12; 30; 0,00; 0,5; ; 5,3
17-10-16 19:30; ; ; ; ; 0,0; ; 
17-10-16 20:00; 1; 11; 29; 0,00; 1,1; ; 2,9
17-10-16 20:30; ; ; ; ; 0,0; ; 
17-10-16 21:00; 1; 12; 25; 0,00; 1,6; ; 3,2
17-10-16 21:30; ; ; ; ; 0,0; ; 
17-10-16 22:00; 1; 13; 16; 0,00; 0,5; ; 3,0
17-10-16 22:30; ; ; ; ; 0,0; ; 
17-10-16 23:00; 1; 15; 6; 0,00; 0,5; ; 2,5
17-10-16 23:30; ; ; ; ; 0,0; ; 
18-10-16 00:00; 1; 11; 20; 0,00; 1,5; ; 1,2
18-10-16 00:30; ; ; ; ; 0,0; ; 
18-10-16 01:00; 1; 10; 19; 0,00; 1,6; ; 1,0
18-10-16 01:30; ; ; ; ; 0,0; ; 
18-10-16 02:00; 1; 9; 17; 0,00; 0,5; ; 1,2
18-10-16 02:30; ; ; ; ; 0,0; ; 
18-10-16 03:00; 1; 9; 17; 0,00; 0,5; ; 1,2
18-10-16 03:30; ; ; ; ; 0,0; ; 
18-10-16 04:00; 1; 9; 16; 0,00; 0,5; ; 1,1
18-10-16 04:30; ; ; ; ; 0,0; ; 
18-10-16 05:00; 1; 10; 19; 0,00; 0,5; ; 1,1
18-10-16 05:30; ; ; ; ; 0,0; ; 
18-10-16 06:00; 3; 12; 21; 0,00; 1,4; ; 0,9
18-10-16 06:30; ; ; ; ; 0,0; ; 
18-10-16 07:00; 3; 15; 17; 0,00; 2,5; ; 0,8
18-10-16 07:30; ; ; ; ; 0,0; ; 
18-10-16 08:00; 5; 13; 15; 0,00; 1,3; ; 0,7
18-10-16 08:30; ; ; ; ; 0,0; ; 
18-10-16 09:00; 6; 12; 17; 0,00; 1,8; ; 0,8
18-10-16 09:30; ; ; ; ; 0,0; ; 
18-10-16 10:00; 5; 14; 20; 0,00; 3,3; ; 0,7
18-10-16 10:30; ; ; ; ; 0,0; ; 
18-10-16 11:00; 3; 14; 23; 0,00; 5,9; ; 0,7
18-10-16 11:30; ; ; ; ; 0,0; ; 
18-10-16 12:00; 4; 15; 21; 0,00; 4,8; ; 0,7
18-10-16 12:30; ; ; ; ; 0,0; ; 
18-10-16 13:00; 4; 17; 20; 0,00; 5,7; ; 0,8
18-10-16 13:30; ; ; ; ; 0,0; ; 
18-10-16 14:00; 5; 16; 22; 0,00; 5,7; ; 0,8
18-10-16 14:30; ; ; ; ; 0,0; ; 
18-10-16 15:00; 5; 14; 22; 0,00; 3,6; ; 0,6
18-10-16 15:30; ; ; ; ; 0,0; ; 
18-10-16 16:00; 4; 17; 18; 0,00; 3,8; ; 0,5
18-10-16 16:30; ; ; ; ; 0,0; ; 
18-10-16 17:00; 4; 22; 12; 0,00; 3,7; ; 0,5
18-10-16 17:30; ; ; ; ; 0,0; ; 
18-10-16 18:00; 2; 23; 12; 0,00; 2,4; ; 0,7
18-10-16 18:30; ; ; ; ; 0,0; ; 
18-10-16 19:00; 1; 17; 20; 0,00; 1,9; ; 1,2
18-10-16 19:30; ; ; ; ; 0,0; ; 
18-10-16 20:00; 1; 12; 24; 0,00; 1,2; ; 1,2
18-10-16 20:30; ; ; ; ; 0,0; ; 
18-10-16 21:00; 1; 13; 18; 0,00; 1,1; ; 1,2
18-10-16 21:30; ; ; ; ; 0,0; ; 
18-10-16 22:00; 1; 12; 14; 0,00; 0,5; ; 1,0
18-10-16 22:30; ; ; ; ; 0,0; ; 
18-10-16 23:00; 1; 15; 9; 0,00; 1,2; ; 0,6
18-10-16 23:30; ; ; ; ; 0,0; ; 
19-10-16 00:00; 4; 17; 7; 0,00; 1,7; ; 0,5
19-10-16 00:30; ; ; ; ; 0,0; ; 
19-10-16 01:00; 3; 14; 8; 0,00; 1,2; ; 0,3
19-10-16 01:30; ; ; ; ; 0,0; ; 
19-10-16 02:00; 1; 11; 9; 0,00; 0,5; ; 0,5
19-10-16 02:30; ; ; ; ; 0,0; ; 
19-10-16 03:00; 1; 11; 8; 0,00; 0,5; ; 0,7
19-10-16 03:30; ; ; ; ; 0,0; ; 
19-10-16 04:00; 1; 11; 7; 0,00; 0,5; ; 0,7
19-10-16 04:30; ; ; ; ; 0,0; ; 
19-10-16 05:00; 1; 11; 12; 0,00; 1,4; ; 0,5
19-10-16 05:30; ; ; ; ; 0,0; ; 
19-10-16 06:00; 2; 13; 12; 0,00; 1,7; ; 0,3
19-10-16 06:30; ; ; ; ; 0,0; ; 
19-10-16 07:00; 5; 14; 13; 0,00; 1,9; ; 0,4
19-10-16 07:30; ; ; ; ; 0,0; ; 
19-10-16 08:00; 2; 11; 16; 0,00; 1,2; ; 0,5
19-10-16 08:30; ; ; ; ; 0,0; ; 
19-10-16 09:00; 3; 10; 18; 0,00; 1,1; ; 0,3
19-10-16 09:30; ; ; ; ; 0,0; ; 
19-10-16 10:00; 6; 15; 16; 0,00; 1,0; ; 
19-10-16 10:30; ; ; ; ; 0,0; ; 
19-10-16 11:00; 5; 20; 33; 0,00; 1,2; ; 
19-10-16 11:30; ; ; ; ; 0,0; ; 
19-10-16 12:00; 1; 11; 57; 0,00; 0,5; ; 
19-10-16 12:30; ; ; ; ; 0,0; ; 
19-10-16 13:00; 5; 11; 61; 0,00; 0,5; ; 
19-10-16 13:30; ; ; ; ; 0,0; ; 
19-10-16 14:00; 2; 9; 65; 0,00; 0,5; ; 
19-10-16 14:30; ; ; ; ; 0,0; ; 
19-10-16 15:00; 4; 15; 52; 0,00; 1,4; ; 
19-10-16 15:30; ; ; ; ; 0,0; ; 
19-10-16 16:00; 2; 12; 50; 0,00; 2,2; ; 
19-10-16 16:30; ; ; ; ; 0,0; ; 
19-10-16 17:00; 2; 26; 34; 0,00; 3,1; ; 
19-10-16 17:30; ; ; ; ; 0,0; ; 
19-10-16 18:00; 3; 24; 28; 0,00; 1,1; ; 
19-10-16 18:30; ; ; ; ; 0,0; ; 
19-10-16 19:00; 1; 18; 25; 0,00; 1,3; ; 
19-10-16 19:30; ; ; ; ; 0,0; ; 
19-10-16 20:00; 4; 27; 22; 0,00; 4,8; ; 
19-10-16 20:30; ; ; ; ; 0,0; ; 
19-10-16 21:00; 1; 12; 36; 0,00; 4,4; ; 
19-10-16 21:30; ; ; ; ; 0,0; ; 
19-10-16 22:00; 1; 11; 34; 0,00; 3,7; ; 
19-10-16 22:30; ; ; ; ; 0,0; ; 
19-10-16 23:00; 1; 12; 24; 0,00; 2,0; ; 
19-10-16 23:30; ; ; ; ; 0,0; ; 
20-10-16 00:00; 1; 9; 31; 0,00; 2,0; ; 
20-10-16 00:30; ; ; ; ; 0,0; ; 
20-10-16 01:00; 1; 9; 34; 0,00; 1,9; ; 
20-10-16 01:30; ; ; ; ; 0,0; ; 
20-10-16 02:00; 1; 15; 23; 0,00; 1,6; ; 
20-10-16 02:30; ; ; ; ; 0,0; ; 
20-10-16 03:00; 1; 10; 30; 0,00; 1,3; ; 
20-10-16 03:30; ; ; ; ; 0,0; ; 
20-10-16 04:00; 1; 11; 29; 0,00; 0,5; ; 
20-10-16 04:30; ; ; ; ; 0,0; ; 
20-10-16 05:00; 1; 8; 39; 0,00; 1,3; ; 
20-10-16 05:30; ; ; ; ; 0,0; ; 
20-10-16 06:00; 1; 9; 37; 0,00; 2,0; ; 
20-10-16 06:30; ; ; ; ; 0,0; ; 
20-10-16 07:00; 5; 18; 24; 0,00; 3,5; ; 
20-10-16 07:30; ; ; ; ; 0,0; ; 
20-10-16 08:00; 11; 26; 13; 0,00; 3,1; ; 
20-10-16 08:30; ; ; ; ; 0,0; ; 
20-10-16 09:00; 14; 28; 12; 0,00; 2,8; ; 
20-10-16 09:30; ; ; ; ; 0,0; ; 
20-10-16 10:00; 2; 9; 34; 0,00; 1,3; ; 
20-10-16 10:30; ; ; ; ; 0,0; ; 
20-10-16 11:00; 3; 9; 35; 0,00; 1,1; ; 
20-10-16 11:30; ; ; ; ; 0,0; ; 
20-10-16 12:00; 4; 9; 35; 0,00; 0,5; ; 
20-10-16 12:30; ; ; ; ; 0,0; ; 
20-10-16 13:00; 5; 9; 38; 0,00; 1,3; ; 
20-10-16 13:30; ; ; ; ; 0,0; ; 
20-10-16 14:00; 5; 11; 38; 0,00; 1,3; ; 
20-10-16 14:30; ; ; ; ; 0,0; ; 
20-10-16 15:00; 2; 17; 40; 0,00; 1,3; ; 
20-10-16 15:30; ; ; ; ; 0,0; ; 
20-10-16 16:00; 6; 32; 22; 0,00; 1,3; ; 0,2
20-10-16 16:30; ; ; ; ; 0,0; ; 
20-10-16 17:00; 3; 22; 25; 0,00; 1,8; ; 0,5
20-10-16 17:30; ; ; ; ; 0,0; ; 
20-10-16 18:00; 21; 33; 3; 0,00; 1,1; ; 0,4
20-10-16 18:30; ; ; ; ; 0,0; ; 
20-10-16 19:00; 15; 25; 4; 0,00; 1,8; ; 0,6
20-10-16 19:30; ; ; ; ; 0,0; ; 
20-10-16 20:00; 7; 19; 11; 0,00; 2,0; ; 0,2
20-10-16 20:30; ; ; ; ; 0,0; ; 
20-10-16 21:00; 1; 13; 24; 0,00; 1,8; ; 0,3
20-10-16 21:30; ; ; ; ; 0,0; ; 
20-10-16 22:00; 3; 14; 17; 0,00; 1,2; ; 0,3
20-10-16 22:30; ; ; ; ; 0,0; ; 
20-10-16 23:00; 11; 23; 3; 0,00; 0,5; ; 0,4
20-10-16 23:30; ; ; ; ; 0,0; ; 
21-10-16 00:00; 1; 8; 30; 0,00; 1,2; ; 0,3
21-10-16 00:30; ; ; ; ; 0,0; ; 
21-10-16 01:00; 1; 8; 29; 0,00; 1,2; ; 0,3
21-10-16 01:30; ; ; ; ; 0,0; ; 
21-10-16 02:00; 1; 8; 28; 0,00; 1,3; ; 0,6
21-10-16 02:30; ; ; ; ; 0,0; ; 
21-10-16 03:00; 1; 7; 29; 0,00; 0,5; ; 0,3
21-10-16 03:30; ; ; ; ; 0,0; ; 
21-10-16 04:00; 1; 7; 28; 0,00; 1,7; ; 0,4
21-10-16 04:30; ; ; ; ; 0,0; ; 
21-10-16 05:00; 1; 8; 27; 0,00; 2,3; ; 0,4
21-10-16 05:30; ; ; ; ; 0,0; ; 
21-10-16 06:00; 3; 13; 21; 0,00; 1,8; ; 0,4
21-10-16 06:30; ; ; ; ; 0,0; ; 
21-10-16 07:00; 3; 12; 23; 0,00; 2,6; ; 0,3
21-10-16 07:30; ; ; ; ; 0,0; ; 
21-10-16 08:00; 3; 12; 25; 0,00; 3,0; ; 0,3
21-10-16 08:30; ; ; ; ; 0,0; ; 
21-10-16 09:00; 6; 15; 24; 0,00; 1,3; ; 0,6
21-10-16 09:30; ; ; ; ; 0,0; ; 
21-10-16 10:00; 5; 11; 29; 0,00; 0,5; ; 0,4
21-10-16 10:30; ; ; ; ; 0,0; ; 
21-10-16 11:00; 5; 11; 28; 0,00; 0,5; ; 0,4
21-10-16 11:30; ; ; ; ; 0,0; ; 
21-10-16 12:00; 4; 10; 27; 0,00; 1,0; ; 0,3
21-10-16 12:30; ; ; ; ; 0,0; ; 
21-10-16 13:00; 6; 12; 27; 0,00; 0,5; ; 0,3
21-10-16 13:30; ; ; ; ; 0,0; ; 
21-10-16 14:00; 5; 14; 26; 0,00; 1,4; ; 0,4
21-10-16 14:30; ; ; ; ; 0,0; ; 
21-10-16 15:00; 2; 18; 24; 0,00; 1,2; ; 0,4
21-10-16 15:30; ; ; ; ; 0,0; ; 
21-10-16 16:00; 3; 24; 17; 0,00; 1,8; ; 0,4
21-10-16 16:30; ; ; ; ; 0,0; ; 
21-10-16 17:00; 6; 28; 11; 0,00; 1,5; ; 0,4
21-10-16 17:30; ; ; ; ; 0,0; ; 
21-10-16 18:00; 10; 30; 3; 0,00; 1,4; ; 0,4
21-10-16 18:30; ; ; ; ; 0,0; ; 
21-10-16 19:00; 3; 22; 6; 0,00; 1,4; ; 0,5
21-10-16 19:30; ; ; ; ; 0,0; ; 
21-10-16 20:00; 1; 19; 12; 0,00; 0,5; ; 0,6
21-10-16 20:30; ; ; ; ; 0,0; ; 
21-10-16 21:00; 2; 15; 12; 0,00; 0,5; ; 0,4
21-10-16 21:30; ; ; ; ; 0,0; ; 
21-10-16 22:00; 1; 16; 7; 0,00; 0,5; ; 0,4
21-10-16 22:30; ; ; ; ; 0,0; ; 
21-10-16 23:00; 3; 17; 4; 0,00; 0,5; ; 0,5
21-10-16 23:30; ; ; ; ; 0,0; ; 
22-10-16 00:00; 4; 13; 2; 0,00; 0,5; ; 0,4
