MESS_DATUM;WEEK_DAY;LUFTTEMPERATUR1;LUFTTEMPERATUR2;LUFTTEMPERATUR3;REL_FEUCHTE1;REL_FEUCHTE2;REL_FEUCHTE3;WINDGESCHWINDIGKEIT1;WINDGESCHWINDIGKEIT2;WINDGESCHWINDIGKEIT3;WINDRICHTUNG1;WINDRICHTUNG2;WINDRICHTUNG3
2016-04-22;Y;5.9666667;4.1;6.0333333;82.666664;82.666664;70.666664;2.7333333;3.2666667;4.7;300.0;173.33333;290.0
2016-04-23;N;5.3;5.9666667;4.1;80.666664;82.666664;82.666664;2.7;2.7333333;3.2666667;296.66666;300.0;173.33333
2016-04-24;N;2.8333333;5.3;5.9666667;79.333336;80.666664;82.666664;4.1;2.7;2.7333333;273.33334;296.66666;300.0
2016-04-25;Y;2.7333333;2.8333333;5.3;80.0;79.333336;80.666664;4.1;4.1;2.7;270.0;273.33334;296.66666
2016-04-26;Y;5.6666665;2.7333333;2.8333333;78.333336;80.0;79.333336;4.733333;4.1;4.1;180.0;270.0;273.33334
2016-04-27;Y;5.366667;5.6666665;2.7333333;58.666668;78.333336;80.0;7.1666665;4.733333;4.1;206.66667;180.0;270.0
2016-04-28;Y;5.866667;5.366667;5.6666665;63.666668;58.666668;78.333336;6.1;7.1666665;4.733333;226.66667;206.66667;180.0
2016-04-29;Y;4.8;5.866667;5.366667;77.0;63.666668;58.666668;3.9;6.1;7.1666665;163.33333;226.66667;206.66667
2016-04-30;N;8.933333;4.8;5.866667;56.0;77.0;63.666668;3.9;3.9;6.1;143.33333;163.33333;226.66667
2016-05-01;N;7.366667;8.933333;4.8;76.666664;56.0;77.0;1.1;3.9;3.9;210.0;143.33333;163.33333
2016-05-02;Y;8.7;7.366667;8.933333;78.0;76.666664;56.0;1.6;1.1;3.9;336.66666;210.0;143.33333
2016-05-03;Y;7.366667;8.7;7.366667;85.333336;78.0;76.666664;2.4;1.6;1.1;176.66667;336.66666;210.0
2016-05-04;Y;7.8;7.366667;8.7;82.333336;85.333336;78.0;5.3;2.4;1.6;313.33334;176.66667;336.66666
2016-05-05;Y;6.0666666;7.8;7.366667;97.666664;82.333336;85.333336;0.8333333;5.3;2.4;296.66666;313.33334;176.66667
2016-05-06;Y;11.933333;6.0666666;7.8;73.666664;97.666664;82.333336;2.5666666;0.8333333;5.3;136.66667;296.66666;313.33334
2016-05-07;N;13.366667;11.933333;6.0666666;65.333336;73.666664;97.666664;3.2666667;2.5666666;0.8333333;130.0;136.66667;296.66666
2016-05-08;N;13.2;13.366667;11.933333;66.333336;65.333336;73.666664;3.7333333;3.2666667;2.5666666;86.666664;130.0;136.66667
2016-05-09;Y;13.566667;13.2;13.366667;74.666664;66.333336;65.333336;4.5;3.7333333;3.2666667;86.666664;86.666664;130.0
2016-05-10;Y;15.266666;13.566667;13.2;65.666664;74.666664;66.333336;3.8666666;4.5;3.7333333;130.0;86.666664;86.666664
2016-05-11;Y;14.966666;15.266666;13.566667;71.0;65.666664;74.666664;5.3333335;3.8666666;4.5;143.33333;130.0;86.666664
2016-05-12;Y;14.833333;14.966666;15.266666;69.0;71.0;65.666664;2.3666666;5.3333335;3.8666666;86.666664;143.33333;130.0
2016-05-13;Y;14.133333;14.833333;14.966666;86.666664;69.0;71.0;2.0666666;2.3666666;5.3333335;336.66666;86.666664;143.33333
2016-05-14;N;10.166667;14.133333;14.833333;79.333336;86.666664;69.0;4.1;2.0666666;2.3666666;306.66666;336.66666;86.666664
2016-05-15;N;6.266667;10.166667;14.133333;74.0;79.333336;86.666664;6.2;4.1;2.0666666;250.0;306.66666;336.66666
2016-05-16;Y;7.5333333;6.266667;10.166667;74.333336;74.0;79.333336;4.866667;6.2;4.1;273.33334;250.0;306.66666
2016-05-17;Y;8.566667;7.5333333;6.266667;71.333336;74.333336;74.0;4.733333;4.866667;6.2;263.33334;273.33334;250.0
2016-05-18;Y;11.4;8.566667;7.5333333;73.333336;71.333336;74.333336;2.2;4.733333;4.866667;216.66667;263.33334;273.33334
2016-05-19;Y;13.0;11.4;8.566667;63.0;73.333336;71.333336;3.3333333;2.2;4.733333;146.66667;216.66667;263.33334
2016-05-20;Y;14.633333;13.0;11.4;76.0;63.0;73.333336;3.3;3.3333333;2.2;253.33333;146.66667;216.66667
2016-05-21;N;14.166667;14.633333;13.0;71.666664;76.0;63.0;2.7333333;3.3;3.3333333;176.66667;253.33333;146.66667
2016-05-22;N;16.933332;14.166667;14.633333;62.666668;71.666664;76.0;4.366667;2.7333333;3.3;150.0;176.66667;253.33333
2016-05-23;Y;18.533333;16.933332;14.166667;68.666664;62.666668;71.666664;3.7333333;4.366667;2.7333333;256.66666;150.0;176.66667
2016-05-24;Y;16.2;18.533333;16.933332;85.666664;68.666664;62.666668;2.6;3.7333333;4.366667;256.66666;256.66666;150.0
2016-05-25;Y;12.166667;16.2;18.533333;91.0;85.666664;68.666664;3.8333333;2.6;3.7333333;286.66666;256.66666;256.66666
2016-05-26;Y;14.366667;12.166667;16.2;83.333336;91.0;85.666664;1.2333333;3.8333333;2.6;313.33334;286.66666;256.66666
2016-05-27;Y;14.733334;14.366667;12.166667;79.666664;83.333336;91.0;1.7333333;1.2333333;3.8333333;130.0;313.33334;286.66666
2016-05-28;N;14.966666;14.733334;14.366667;95.0;79.666664;83.333336;1.4666667;1.7333333;1.2333333;66.666664;130.0;313.33334
2016-05-29;N;18.766666;14.966666;14.733334;78.0;95.0;79.666664;3.6666667;1.4666667;1.7333333;133.33333;66.666664;130.0
2016-05-30;Y;20.666666;18.766666;14.966666;76.666664;78.0;95.0;4.5333333;3.6666667;1.4666667;116.666664;133.33333;66.666664
2016-05-31;Y;18.866667;20.666666;18.766666;72.333336;76.666664;78.0;2.1;4.5333333;3.6666667;256.66666;116.666664;133.33333
2016-06-01;Y;16.933332;18.866667;20.666666;89.333336;72.333336;76.666664;2.8666666;2.1;4.5333333;240.0;256.66666;116.666664
2016-06-02;Y;15.6;16.933332;18.866667;94.0;89.333336;72.333336;3.1333334;2.8666666;2.1;150.0;240.0;256.66666
2016-06-03;Y;16.4;15.6;16.933332;95.0;94.0;89.333336;2.1;3.1333334;2.8666666;240.0;150.0;240.0
2016-06-04;N;15.433333;16.4;15.6;99.0;95.0;94.0;1.4333333;2.1;3.1333334;166.66667;240.0;150.0
2016-06-05;N;16.666666;15.433333;16.4;89.333336;99.0;95.0;2.0666666;1.4333333;2.1;173.33333;166.66667;240.0
2016-06-06;Y;16.266666;16.666666;15.433333;85.666664;89.333336;99.0;1.8666667;2.0666666;1.4333333;136.66667;173.33333;166.66667
2016-06-07;Y;16.733334;16.266666;16.666666;67.666664;85.666664;89.333336;1.7333333;1.8666667;2.0666666;166.66667;136.66667;173.33333
2016-06-08;Y;15.733334;16.733334;16.266666;73.0;67.666664;85.666664;4.0666666;1.7333333;1.8666667;173.33333;166.66667;136.66667
2016-06-09;Y;15.666667;15.733334;16.733334;78.333336;73.0;67.666664;2.9;4.0666666;1.7333333;313.33334;173.33333;166.66667
2016-06-10;Y;15.2;15.666667;15.733334;78.333336;78.333336;73.0;3.6333334;2.9;4.0666666;270.0;313.33334;173.33333
2016-06-11;N;15.933333;15.2;15.666667;67.666664;78.333336;78.333336;1.3666667;3.6333334;2.9;270.0;270.0;313.33334
2016-06-12;N;16.833334;15.933333;15.2;76.0;67.666664;78.333336;2.2666667;1.3666667;3.6333334;173.33333;270.0;270.0
2016-06-13;Y;15.766666;16.833334;15.933333;93.333336;76.0;67.666664;3.0666666;2.2666667;1.3666667;253.33333;173.33333;270.0
2016-06-14;Y;15.433333;15.766666;16.833334;90.333336;93.333336;76.0;3.1;3.0666666;2.2666667;226.66667;253.33333;173.33333
2016-06-15;Y;15.0;15.433333;15.766666;94.333336;90.333336;93.333336;2.1;3.1;3.0666666;216.66667;226.66667;253.33333
2016-06-16;Y;16.066668;15.0;15.433333;76.333336;94.333336;90.333336;2.5333333;2.1;3.1;203.33333;216.66667;226.66667
2016-06-17;Y;14.633333;16.066668;15.0;95.666664;76.333336;94.333336;5.0;2.5333333;2.1;290.0;203.33333;216.66667
2016-06-18;N;17.533333;14.633333;16.066668;66.0;95.666664;76.333336;4.733333;5.0;2.5333333;236.66667;290.0;203.33333
2016-06-19;N;14.733334;17.533333;14.633333;91.666664;66.0;95.666664;2.6666667;4.733333;5.0;210.0;236.66667;290.0
2016-06-20;Y;14.966666;14.733334;17.533333;78.666664;91.666664;66.0;2.2;2.6666667;4.733333;223.33333;210.0;236.66667
2016-06-21;Y;17.166666;14.966666;14.733334;81.666664;78.666664;91.666664;3.1333334;2.2;2.6666667;210.0;223.33333;210.0
2016-06-22;Y;19.4;17.166666;14.966666;76.333336;81.666664;78.666664;3.3333333;3.1333334;2.2;163.33333;210.0;223.33333
2016-06-23;Y;21.166666;19.4;17.166666;75.666664;76.333336;81.666664;2.3666666;3.3333333;3.1333334;156.66667;163.33333;210.0
2016-06-24;Y;23.133333;21.166666;19.4;69.333336;75.666664;76.333336;2.5333333;2.3666666;3.3333333;160.0;156.66667;163.33333
2016-06-25;N;23.1;23.133333;21.166666;76.333336;69.333336;75.666664;1.5666667;2.5333333;2.3666666;280.0;160.0;156.66667
2016-06-26;N;15.766666;23.1;23.133333;88.0;76.333336;69.333336;4.733333;1.5666667;2.5333333;273.33334;280.0;160.0
2016-06-27;Y;17.1;15.766666;23.1;72.0;88.0;76.333336;2.7;4.733333;1.5666667;256.66666;273.33334;280.0
2016-06-28;Y;17.2;17.1;15.766666;83.333336;72.0;88.0;3.3666666;2.7;4.733333;233.33333;256.66666;273.33334
2016-06-29;Y;17.133333;17.2;17.1;94.0;83.333336;72.0;2.6666667;3.3666666;2.7;213.33333;233.33333;256.66666
2016-06-30;Y;18.433332;17.133333;17.2;79.333336;94.0;83.333336;3.8333333;2.6666667;3.3666666;170.0;213.33333;233.33333
2016-07-01;Y;21.3;18.433332;17.133333;69.333336;79.333336;94.0;3.9666667;3.8333333;2.6666667;213.33333;170.0;213.33333
2016-07-02;N;19.733334;21.3;18.433332;88.0;69.333336;79.333336;4.6;3.9666667;3.8333333;160.0;213.33333;170.0
2016-07-03;N;15.333333;19.733334;21.3;69.666664;88.0;69.333336;2.7;4.6;3.9666667;230.0;160.0;213.33333
2016-07-04;Y;14.233334;15.333333;19.733334;79.0;69.666664;88.0;2.5;2.7;4.6;206.66667;230.0;160.0
2016-07-05;Y;14.7;14.233334;15.333333;84.666664;79.0;69.666664;3.2666667;2.5;2.7;160.0;206.66667;230.0
2016-07-06;Y;15.266666;14.7;14.233334;67.666664;84.666664;79.0;6.1666665;3.2666667;2.5;273.33334;160.0;206.66667
2016-07-07;Y;14.533334;15.266666;14.7;70.333336;67.666664;84.666664;3.2666667;6.1666665;3.2666667;286.66666;273.33334;160.0
2016-07-08;Y;16.133333;14.533334;15.266666;71.333336;70.333336;67.666664;3.7666667;3.2666667;6.1666665;163.33333;286.66666;273.33334
2016-07-09;N;17.7;16.133333;14.533334;76.0;71.333336;70.333336;4.3;3.7666667;3.2666667;270.0;163.33333;286.66666
2016-07-10;N;19.733334;17.7;16.133333;66.666664;76.0;71.333336;3.2;4.3;3.7666667;193.33333;270.0;163.33333
2016-07-11;Y;23.3;19.733334;17.7;69.333336;66.666664;76.0;3.5333333;3.2;4.3;180.0;193.33333;270.0
2016-07-12;Y;19.933332;23.3;19.733334;78.333336;69.333336;66.666664;2.0333333;3.5333333;3.2;183.33333;180.0;193.33333
2016-07-13;Y;19.166666;19.933332;23.3;68.666664;78.333336;69.333336;2.5333333;2.0333333;3.5333333;216.66667;183.33333;180.0
2016-07-14;Y;14.0;19.166666;19.933332;95.666664;68.666664;78.333336;5.0333333;2.5333333;2.0333333;313.33334;216.66667;183.33333
2016-07-15;Y;13.366667;14.0;19.166666;89.0;95.666664;68.666664;5.8;5.0333333;2.5333333;280.0;313.33334;216.66667
2016-07-16;N;14.2;13.366667;14.0;80.333336;89.0;95.666664;2.1;5.8;5.0333333;220.0;280.0;313.33334
2016-07-17;N;17.966667;14.2;13.366667;92.333336;80.333336;89.0;2.2;2.1;5.8;273.33334;220.0;280.0
2016-07-18;Y;18.433332;17.966667;14.2;67.666664;92.333336;80.333336;3.5666666;2.2;2.1;273.33334;273.33334;220.0
2016-07-19;Y;18.933332;18.433332;17.966667;75.666664;67.666664;92.333336;1.8333334;3.5666666;2.2;253.33333;273.33334;273.33334
2016-07-20;Y;18.5;18.933332;18.433332;80.0;75.666664;67.666664;3.2;1.8333334;3.5666666;166.66667;253.33333;273.33334
2016-07-21;Y;20.766666;18.5;18.933332;71.333336;80.0;75.666664;4.3333335;3.2;1.8333334;146.66667;166.66667;253.33333
2016-07-22;Y;18.133333;20.766666;18.5;93.333336;71.333336;80.0;1.7666667;4.3333335;3.2;180.0;146.66667;166.66667
2016-07-23;N;18.9;18.133333;20.766666;80.0;93.333336;71.333336;1.1333333;1.7666667;4.3333335;133.33333;180.0;146.66667
2016-07-24;N;19.133333;18.9;18.133333;96.333336;80.0;93.333336;1.7;1.1333333;1.7666667;93.333336;133.33333;180.0
2016-07-25;Y;18.666666;19.133333;18.9;92.333336;96.333336;80.0;1.1;1.7;1.1333333;183.33333;93.333336;133.33333
2016-07-26;Y;20.433332;18.666666;19.133333;84.0;92.333336;96.333336;2.4;1.1;1.7;240.0;183.33333;93.333336
2016-07-27;Y;19.866667;20.433332;18.666666;91.0;84.0;92.333336;2.4;2.4;1.1;116.666664;240.0;183.33333
2016-07-28;Y;18.633333;19.866667;20.433332;88.333336;91.0;84.0;2.2;2.4;2.4;276.66666;116.666664;240.0
2016-07-29;Y;20.933332;18.633333;19.866667;74.0;88.333336;91.0;2.9666667;2.2;2.4;230.0;276.66666;116.666664
2016-07-30;N;19.766666;20.933332;18.633333;74.333336;74.0;88.333336;1.9;2.9666667;2.2;213.33333;230.0;276.66666
2016-07-31;N;18.466667;19.766666;20.933332;86.0;74.333336;74.0;1.9333333;1.9;2.9666667;160.0;213.33333;230.0
2016-08-01;Y;16.0;18.466667;19.766666;84.0;86.0;74.333336;4.1666665;1.9333333;1.9;290.0;160.0;213.33333
2016-08-02;Y;15.5;16.0;18.466667;75.666664;84.0;86.0;3.9666667;4.1666665;1.9333333;166.66667;290.0;160.0
2016-08-03;Y;17.933332;15.5;16.0;82.333336;75.666664;84.0;3.5666666;3.9666667;4.1666665;170.0;166.66667;290.0
2016-08-04;Y;18.766666;17.933332;15.5;92.333336;82.333336;75.666664;3.5666666;3.5666666;3.9666667;180.0;170.0;166.66667
2016-08-05;Y;15.466666;18.766666;17.933332;96.333336;92.333336;82.333336;3.6333334;3.5666666;3.5666666;323.33334;180.0;170.0
2016-08-06;N;17.166666;15.466666;18.766666;82.333336;96.333336;92.333336;3.1333334;3.6333334;3.5666666;263.33334;323.33334;180.0
2016-08-07;N;15.8;17.166666;15.466666;84.0;82.333336;96.333336;2.5;3.1333334;3.6333334;203.33333;263.33334;323.33334
2016-08-08;Y;19.5;15.8;17.166666;70.0;84.0;82.333336;3.9666667;2.5;3.1333334;180.0;203.33333;263.33334
2016-08-09;Y;16.5;19.5;15.8;80.333336;70.0;84.0;1.7;3.9666667;2.5;310.0;180.0;203.33333
2016-08-10;Y;13.566667;16.5;19.5;73.0;80.333336;70.0;1.7;1.7;3.9666667;236.66667;310.0;180.0
2016-08-11;Y;11.1;13.566667;16.5;79.333336;73.0;80.333336;3.1;1.7;1.7;250.0;236.66667;310.0
2016-08-12;Y;14.5;11.1;13.566667;74.666664;79.333336;73.0;3.6666667;3.1;1.7;213.33333;250.0;236.66667
2016-08-13;N;19.166666;14.5;11.1;82.333336;74.666664;79.333336;3.3333333;3.6666667;3.1;226.66667;213.33333;250.0
2016-08-14;N;16.966667;19.166666;14.5;84.333336;82.333336;74.666664;2.1333334;3.3333333;3.6666667;190.0;226.66667;213.33333
2016-08-15;Y;13.9;16.966667;19.166666;87.333336;84.333336;82.333336;1.2666667;2.1333334;3.3333333;213.33333;190.0;226.66667
2016-08-16;Y;12.5;13.9;16.966667;83.666664;87.333336;84.333336;1.6;1.2666667;2.1333334;190.0;213.33333;190.0
2016-08-17;Y;13.166667;12.5;13.9;86.0;83.666664;87.333336;2.4;1.6;1.2666667;356.66666;190.0;213.33333
2016-08-18;Y;10.533334;13.166667;12.5;92.666664;86.0;83.666664;2.9;2.4;1.6;173.33333;356.66666;190.0
2016-08-19;Y;13.666667;10.533334;13.166667;81.0;92.666664;86.0;3.5333333;2.9;2.4;173.33333;173.33333;356.66666
2016-08-20;N;16.033333;13.666667;10.533334;80.666664;81.0;92.666664;2.9;3.5333333;2.9;176.66667;173.33333;173.33333
2016-08-21;N;17.2;16.033333;13.666667;92.666664;80.666664;81.0;2.5666666;2.9;3.5333333;206.66667;176.66667;173.33333
2016-08-22;Y;15.566667;17.2;16.033333;82.0;92.666664;80.666664;2.8333333;2.5666666;2.9;236.66667;206.66667;176.66667
2016-08-23;Y;18.133333;15.566667;17.2;85.0;82.0;92.666664;2.6;2.8333333;2.5666666;203.33333;236.66667;206.66667
2016-08-24;Y;16.733334;18.133333;15.566667;90.333336;85.0;82.0;1.7333333;2.6;2.8333333;160.0;203.33333;236.66667
2016-08-25;Y;18.433332;16.733334;18.133333;77.0;90.333336;85.0;4.9333334;1.7333333;2.6;146.66667;160.0;203.33333
2016-08-26;Y;20.133333;18.433332;16.733334;64.0;77.0;90.333336;6.8333335;4.9333334;1.7333333;150.0;146.66667;160.0
2016-08-27;N;19.633333;20.133333;18.433332;67.0;64.0;77.0;3.3333333;6.8333335;4.9333334;163.33333;150.0;146.66667
2016-08-28;N;19.9;19.633333;20.133333;76.0;67.0;64.0;3.6;3.3333333;6.8333335;156.66667;163.33333;150.0
2016-08-29;Y;20.2;19.9;19.633333;85.666664;76.0;67.0;2.0666666;3.6;3.3333333;243.33333;156.66667;163.33333
2016-08-30;Y;15.3;20.2;19.9;75.333336;85.666664;76.0;1.8333334;2.0666666;3.6;303.33334;243.33333;156.66667
2016-08-31;Y;12.966666;15.3;20.2;78.0;75.333336;85.666664;2.9;1.8333334;2.0666666;150.0;303.33334;243.33333
2016-09-01;Y;14.833333;12.966666;15.3;70.333336;78.0;75.333336;3.4333334;2.9;1.8333334;173.33333;150.0;303.33334
2016-09-02;Y;15.066667;14.833333;12.966666;86.333336;70.333336;78.0;1.6;3.4333334;2.9;270.0;173.33333;150.0
2016-09-03;N;17.2;15.066667;14.833333;81.666664;86.333336;70.333336;2.3666666;1.6;3.4333334;176.66667;270.0;173.33333
2016-09-04;N;18.166666;17.2;15.066667;76.666664;81.666664;86.333336;3.7333333;2.3666666;1.6;206.66667;176.66667;270.0
2016-09-05;Y;16.233334;18.166666;17.2;81.666664;76.666664;81.666664;5.1666665;3.7333333;2.3666666;266.66666;206.66667;176.66667
2016-09-06;Y;14.466666;16.233334;18.166666;94.666664;81.666664;76.666664;2.2;5.1666665;3.7333333;340.0;266.66666;206.66667
2016-09-07;Y;12.766666;14.466666;16.233334;93.0;94.666664;81.666664;1.3333334;2.2;5.1666665;166.66667;340.0;266.66666
2016-09-08;Y;16.7;12.766666;14.466666;87.666664;93.0;94.666664;3.5;1.3333334;2.2;150.0;166.66667;340.0
2016-09-09;Y;17.333334;16.7;12.766666;84.333336;87.666664;93.0;3.0666666;3.5;1.3333334;180.0;150.0;166.66667
2016-09-10;N;16.066668;17.333334;16.7;91.0;84.333336;87.666664;1.9333333;3.0666666;3.5;163.33333;180.0;150.0
2016-09-11;N;20.4;16.066668;17.333334;79.666664;91.0;84.333336;2.1666667;1.9333333;3.0666666;166.66667;163.33333;180.0
2016-09-12;Y;16.966667;20.4;16.066668;88.0;79.666664;91.0;3.5666666;2.1666667;1.9333333;170.0;166.66667;163.33333
2016-09-13;Y;17.133333;16.966667;20.4;87.333336;88.0;79.666664;2.1666667;3.5666666;2.1666667;110.0;170.0;166.66667
2016-09-14;Y;16.066668;17.133333;16.966667;87.0;87.333336;88.0;2.2;2.1666667;3.5666666;126.666664;110.0;170.0
2016-09-15;Y;14.666667;16.066668;17.133333;76.666664;87.0;87.333336;3.4666667;2.2;2.1666667;110.0;126.666664;110.0
2016-09-16;Y;17.366667;14.666667;16.066668;77.0;76.666664;87.0;3.3666666;3.4666667;2.2;166.66667;110.0;126.666664
2016-09-17;N;17.233334;17.366667;14.666667;96.0;77.0;76.666664;2.7;3.3666666;3.4666667;323.33334;166.66667;110.0
2016-09-18;N;15.0;17.233334;17.366667;90.333336;96.0;77.0;4.2;2.7;3.3666666;26.666666;323.33334;166.66667
2016-09-19;Y;12.433333;15.0;17.233334;97.0;90.333336;96.0;2.6333334;4.2;2.7;20.0;26.666666;323.33334
2016-09-20;Y;11.466666;12.433333;15.0;90.0;97.0;90.333336;1.2;2.6333334;4.2;243.33333;20.0;26.666666
2016-09-21;Y;11.466666;11.466666;12.433333;85.0;90.0;97.0;2.2;1.2;2.6333334;236.66667;243.33333;20.0
2016-09-22;Y;8.366667;11.466666;11.466666;98.666664;85.0;90.0;3.0333333;2.2;1.2;163.33333;236.66667;243.33333
2016-09-23;Y;9.966666;8.366667;11.466666;89.0;98.666664;85.0;4.0333333;3.0333333;2.2;170.0;163.33333;236.66667
2016-09-24;N;9.166667;9.966666;8.366667;96.333336;89.0;98.666664;2.9666667;4.0333333;3.0333333;183.33333;170.0;163.33333
2016-09-25;N;10.666667;9.166667;9.966666;92.333336;96.333336;89.0;2.9666667;2.9666667;4.0333333;160.0;183.33333;170.0
2016-09-26;Y;10.9;10.666667;9.166667;85.666664;92.333336;96.333336;2.5666666;2.9666667;2.9666667;170.0;160.0;183.33333
2016-09-27;Y;9.733334;10.9;10.666667;98.333336;85.666664;92.333336;2.3666666;2.5666666;2.9666667;173.33333;170.0;160.0
2016-09-28;Y;11.066667;9.733334;10.9;92.333336;98.333336;85.666664;3.4666667;2.3666666;2.5666666;176.66667;173.33333;170.0
2016-09-29;Y;16.933332;11.066667;9.733334;62.666668;92.333336;98.333336;5.0666666;3.4666667;2.3666666;213.33333;176.66667;173.33333
2016-09-30;Y;17.1;16.933332;11.066667;72.0;62.666668;92.333336;-999.0;5.0666666;3.4666667;346.66666;213.33333;176.66667
2016-10-01;N;12.933333;17.1;16.933332;88.333336;72.0;62.666668;2.9666667;-999.0;5.0666666;120.0;346.66666;213.33333
2016-10-02;N;13.6;12.933333;17.1;78.333336;88.333336;72.0;3.8;2.9666667;-999.0;233.33333;120.0;346.66666
2016-10-03;Y;8.6;13.6;12.933333;93.0;78.333336;88.333336;3.0666666;3.8;2.9666667;170.0;233.33333;120.0
2016-10-04;Y;11.6;8.6;13.6;90.666664;93.0;78.333336;6.233333;3.0666666;3.8;16.666666;170.0;233.33333
2016-10-05;Y;5.766667;11.6;8.6;87.333336;90.666664;93.0;3.4333334;6.233333;3.0666666;323.33334;16.666666;170.0
2016-10-06;Y;8.6;5.766667;11.6;95.333336;87.333336;90.666664;4.5333333;3.4333334;6.233333;133.33333;323.33334;16.666666
2016-10-07;Y;8.2;8.6;5.766667;94.0;95.333336;87.333336;1.6;4.5333333;3.4333334;23.333334;133.33333;323.33334
2016-10-08;N;7.5666666;8.2;8.6;93.333336;94.0;95.333336;3.4;1.6;4.5333333;326.66666;23.333334;133.33333
2016-10-09;N;8.266666;7.5666666;8.2;89.0;93.333336;94.0;3.7333333;3.4;1.6;303.33334;326.66666;23.333334
2016-10-10;Y;8.0;8.266666;7.5666666;89.0;89.0;93.333336;1.7333333;3.7333333;3.4;283.33334;303.33334;326.66666
2016-10-11;Y;5.4;8.0;8.266666;98.333336;89.0;89.0;0.9;1.7333333;3.7333333;176.66667;283.33334;303.33334
2016-10-12;Y;6.5333333;5.4;8.0;92.666664;98.333336;89.0;2.6333334;0.9;1.7333333;26.666666;176.66667;283.33334
2016-10-13;Y;7.9;6.5333333;5.4;89.333336;92.666664;98.333336;3.5;2.6333334;0.9;63.333332;26.666666;176.66667
2016-10-14;Y;7.9;7.9;6.5333333;78.333336;89.333336;92.666664;5.733333;3.5;2.6333334;90.0;63.333332;26.666666
2016-10-15;N;10.766666;7.9;7.9;79.0;78.333336;89.333336;3.7666667;5.733333;3.5;136.66667;90.0;63.333332
2016-10-16;N;10.866667;10.766666;7.9;94.333336;79.0;78.333336;1.9666667;3.7666667;5.733333;176.66667;136.66667;90.0
2016-10-17;Y;8.333333;10.866667;10.766666;97.0;94.333336;79.0;2.3666666;1.9666667;3.7666667;133.33333;176.66667;136.66667
2016-10-18;Y;10.833333;8.333333;10.866667;85.666664;97.0;94.333336;2.3666666;2.3666666;1.9666667;173.33333;133.33333;176.66667
2016-10-19;Y;9.9;10.833333;8.333333;95.0;85.666664;97.0;3.8;2.3666666;2.3666666;173.33333;173.33333;133.33333
2016-10-20;Y;8.2;9.9;10.833333;85.0;95.0;85.666664;1.7333333;3.8;2.3666666;266.66666;173.33333;173.33333
2016-10-21;Y;6.8;8.2;9.9;96.333336;85.0;95.0;2.0;1.7333333;3.8;196.66667;266.66666;173.33333
